,Palabra,Categoría Gramatical,Oxford3000,Oxford5000,A clash of kings,A game of thrones,Name of the wind,A storm of Swords
2048,feat,noun,-1,c1,2,0,2,0
2049,feather,noun,b2,b2,2,3,11,7
2050,feature,noun,a2,a2,0,0,0,0
2051,feature,verb,b1,b1,0,0,0,0
2052,february,noun,a1,a1,0,0,0,0
2053,federal,adjective,-1,b2,0,0,0,0
2054,fee,noun,b2,b2,0,3,8,0
2055,feed,noun,b2,b2,26,18,2,33
2056,feed,verb,a2,a2,0,0,0,0
2057,feedback,noun,b2,b2,0,0,0,0
2058,feeding,noun,-1,-1,12,6,0,9
2059,feel,noun,b2,b2,101,134,112,127
2060,feel,verb,a1,a1,0,0,0,0
2061,feeling,noun,a1,a1,24,20,56,25
2062,fellow,adjective,b2,b2,5,5,56,9
2063,female,adjective,a2,a2,7,4,5,7
2064,female,noun,a2,a2,0,0,0,0
2065,feminist,adjective,-1,c1,0,0,0,0
2066,feminist,noun,-1,c1,0,0,0,0
2067,fence,noun,b1,b1,1,1,4,1
2068,festival,noun,a1,a1,0,2,5,0
2069,fever,noun,-1,b2,10,10,6,36
2070,few,adjective,a1,a1,185,121,202,205
2071,few,determiner,a1,a1,0,0,0,0
2072,few,pronoun,a1,a1,0,0,0,0
2073,fibre,noun,-1,c1,0,0,0,0
2074,fiction,noun,a2,a2,0,0,0,0
2075,field,noun,a2,a2,55,40,17,47
2076,fierce,adjective,-1,c1,31,34,15,46
2077,fifteen,number,a1,a1,21,21,27,21
2078,fifth,ordinal number,a1,a1,6,5,6,13
2079,fifty,number,a1,a1,22,27,37,32
2080,fight,noun,a2,a2,105,69,16,146
2081,fight,verb,a2,a2,0,0,0,0
2082,fighting,noun,b1,b1,63,64,14,87
2083,figure,noun,a2,a2,4,3,20,4
2084,figure,verb,b2,b2,0,0,0,0
2085,file,noun,b1,b1,4,0,1,2
2086,file,verb,b2,b2,0,0,0,0
2087,fill,verb,a1,a1,13,12,14,21
2088,film,noun,a1,a1,2,4,0,2
2089,film,verb,a2,a2,0,0,0,0
2090,film-maker,noun,-1,c1,0,0,0,0
2091,filter,noun,-1,c1,0,0,2,0
2092,filter,verb,-1,c1,0,0,0,0
2093,final,adjective,a1,a1,10,30,16,17
2094,final,noun,a2,a2,0,0,0,0
2095,finally,adverb,a2,a2,57,63,99,73
2096,finance,noun,b2,b2,0,0,0,0
2097,finance,verb,b2,b2,0,0,0,0
2098,financial,adjective,b1,b1,0,0,1,0
2099,find,verb,a1,a1,177,159,179,263
2100,finding,noun,b2,b2,13,6,25,12
2101,fine,adjective,a1,a1,40,38,94,68
2102,fine,noun,-1,c1,0,0,0,0
2103,fine,verb,-1,c1,0,0,0,0
2104,finger,noun,a2,a2,41,35,56,55
2105,finish,noun,a2,a2,15,8,14,12
2106,finish,verb,a1,a1,0,0,0,0
2107,fire,noun,a1,a1,231,161,322,312
2108,fire,verb,b1,b1,0,0,0,0
2109,firearm,noun,-1,c1,0,0,0,0
2110,firefighter,noun,-1,b2,0,0,0,0
2111,firework,noun,-1,b2,0,0,0,0
2112,firm,adjective,-1,b2,2,4,9,7
2113,firm,noun,b2,b2,0,0,0,0
2114,firmly,adverb,-1,b2,3,6,35,16
2115,first,adverb,a1,a1,251,295,247,346
2116,first,determiner,a1,a1,0,0,0,0
2117,first,noun,a2,a2,0,0,0,0
2118,first,ordinal number,a1,a1,0,0,0,0
2119,firstly,adverb,a2,a2,0,0,0,0
2120,fish,noun,a1,a1,53,25,8,62
2121,fish,verb,a2,a2,0,0,0,0
2122,fishing,noun,a2,a2,13,2,1,3
2123,fit,adjective,a2,a2,21,25,34,52
2124,fit,noun,-1,c1,0,0,0,0
2125,fit,verb,a2,a2,0,0,0,0
2126,fitness,noun,b1,b1,0,0,0,0
2127,five,number,a1,a1,52,45,79,108
2128,fix,noun,b2,b2,2,1,3,3
2129,fix,verb,a2,a2,0,0,0,0
2130,fixed,adjective,b1,b1,4,12,6,5
2131,fixture,noun,-1,c1,0,0,0,0
2132,flag,noun,b1,b1,3,2,4,2
2133,flame,noun,b2,b2,40,22,58,26
2134,flash,noun,b2,b2,7,5,16,5
2135,flash,verb,b2,b2,0,0,0,0
2136,flat,adjective,a2,a2,17,39,56,26
2137,flat,noun,a1,a1,0,0,0,0
2138,flavour,noun,-1,b2,0,0,0,0
2139,flaw,noun,-1,c1,1,1,1,1
2140,flawed,adjective,-1,c1,0,0,3,0
2141,flee,verb,-1,c1,12,10,0,8
2142,fleet,noun,-1,c1,37,3,0,22
2143,flesh,noun,-1,c1,52,68,7,70
2144,flexibility,noun,-1,c1,0,0,0,0
2145,flexible,adjective,b2,b2,0,1,0,0
2146,flight,noun,a1,a1,14,14,13,23
2147,float,verb,b2,b2,6,2,5,2
2148,flood,noun,b1,b1,4,1,3,6
2149,flood,verb,b1,b1,0,0,0,0
2150,floor,noun,a1,a1,58,58,77,111
2151,flour,noun,b1,b1,8,5,1,1
2152,flourish,verb,-1,c1,0,0,6,2
2153,flow,noun,b1,b1,8,5,0,5
2154,flow,verb,b1,b1,0,0,0,0
2155,flower,noun,a1,a1,5,4,20,8
2156,flu,noun,a2,a2,0,0,0,0
2157,fluid,noun,-1,c1,1,2,3,0
2158,fly,noun,a2,a2,33,39,2,32
2159,fly,verb,a1,a1,0,0,0,0
2160,flying,adjective,a2,a2,25,20,2,21
2161,flying,noun,a2,a2,0,0,0,0
2162,focus,noun,a2,a2,0,0,14,0
2163,focus,verb,a2,a2,0,0,0,0
2164,fold,noun,b2,b2,2,0,0,5
2165,fold,verb,b1,b1,0,0,0,0
2166,folding,adjective,b2,b2,2,0,8,0
2167,folk,adjective,b1,b1,31,9,80,66
2168,folk,noun,b1,b1,0,0,0,0
2169,follow,verb,a1,a1,4,5,17,12
2170,following,adjective,a2,a2,1,2,12,3
2171,following,noun,b1,b1,0,0,0,0
2172,following,preposition,b2,b2,0,0,0,0
2173,fond,adjective,-1,b2,19,7,11,29
2174,food,noun,a1,a1,74,34,40,95
2175,fool,noun,-1,b2,145,73,16,135
2176,foot,noun,a1,a1,86,68,52,107
2177,footage,noun,-1,c1,0,0,0,0
2178,football,noun,a1,a1,0,0,0,0
2179,for,preposition,a1,a1,1934,1696,1919,2570
2180,forbid,verb,-1,b2,2,5,1,4
2181,force,noun,b1,b1,23,19,12,22
2182,force,verb,b1,b1,0,0,0,0
2183,forecast,noun,-1,b2,0,0,0,0
2184,forecast,verb,-1,b2,0,0,0,0
2185,foreign,adjective,a2,a2,1,0,3,0
2186,foreigner,noun,-1,c1,0,0,1,0
2187,forest,noun,a2,a2,38,52,28,41
2188,forever,adverb,b1,b1,15,19,9,16
2189,forge,verb,-1,c1,11,14,9,12
2190,forget,verb,a1,a1,30,39,17,47
2191,forgive,verb,b2,b2,20,27,4,36
2192,fork,noun,a2,a2,23,23,4,36
2193,form,noun,a1,a1,9,7,14,11
2194,form,verb,a1,a1,0,0,0,0
2195,formal,adjective,a2,a2,1,4,11,3
2196,format,noun,-1,b2,0,0,0,0
2197,formation,noun,-1,b2,1,1,0,1
2198,former,adjective,b2,b2,4,3,4,11
2199,formerly,adverb,-1,b2,7,0,0,11
2200,formula,noun,-1,c1,0,0,0,0
2201,formulate,verb,-1,c1,0,0,0,0
2202,forth,adverb,-1,c1,32,45,43,43
2203,forthcoming,adjective,-1,c1,1,1,5,2
2204,fortunate,adjective,-1,b2,4,9,0,4
2205,fortunately,adverb,a2,a2,2,1,0,5
2206,fortune,noun,b2,b2,3,6,6,4
2207,forty,number,a1,a1,15,20,25,26
2208,forum,noun,-1,b2,0,0,0,0
2209,forward,adjective,b2,b2,55,78,61,97
2210,forward,adverb,a2,a2,0,0,0,0
2211,fossil,noun,-1,b2,0,0,0,0
2212,foster,verb,-1,c1,5,8,0,3
2213,found,verb,b2,b2,208,206,166,305
2214,foundation,noun,-1,b2,1,0,5,5
2215,founder,noun,-1,b2,0,0,0,0
2216,four,number,a1,a1,93,77,98,126
2217,fourteen,number,a1,a1,12,21,4,18
2218,fourth,ordinal number,a1,a1,13,11,10,22
2219,fraction,noun,-1,b2,1,0,1,0
2220,fragile,adjective,-1,c1,1,2,2,1
2221,fragment,noun,-1,b2,0,0,0,1
2222,frame,noun,b1,b1,2,2,6,3
2223,frame,verb,b1,b1,0,0,0,0
2224,framework,noun,-1,b2,0,0,0,0
2225,franchise,noun,-1,c1,0,0,0,0
2226,frankly,adverb,-1,c1,2,2,7,3
2227,fraud,noun,-1,b2,0,0,0,4
2228,free,adjective,a1,a1,96,86,61,159
2229,free,adverb,a2,a2,0,0,0,0
2230,free,verb,b2,b2,0,0,0,0
2231,freedom,noun,b2,b2,8,6,4,16
2232,freely,adverb,-1,b2,6,4,4,15
2233,freeze,verb,b1,b1,2,8,0,9
2234,frequency,noun,b2,b2,0,0,0,0
2235,frequent,adjective,-1,b2,3,0,0,2
2236,frequently,adverb,b1,b1,1,3,4,3
2237,fresh,adjective,a2,a2,25,41,37,34
2238,friday,noun,a1,a1,0,0,0,0
2239,fridge,noun,a2,a2,0,0,0,0
2240,friend,noun,a1,a1,63,58,50,77
2241,friendly,adjective,a1,a1,5,5,17,5
2242,friendship,noun,b1,b1,3,6,3,5
2243,frighten,verb,b1,b1,7,14,0,16
2244,frightened,adjective,b1,b1,33,65,15,49
2245,frightening,adjective,b1,b1,4,7,6,3
2246,frog,noun,a2,a2,11,3,1,11
2247,from,preposition,a1,a1,1354,1238,1017,1649
2248,front,adjective,a1,a1,52,57,113,52
2249,front,noun,a1,a1,0,0,0,0
2250,frozen,adjective,b1,b1,18,22,9,55
2251,fruit,noun,a1,a1,16,13,15,11
2252,frustrated,adjective,-1,c1,3,1,7,0
2253,frustrating,adjective,-1,c1,0,0,4,0
2254,frustration,noun,-1,c1,0,2,2,2
2255,fry,verb,b1,b1,0,2,0,0
2256,fuel,noun,b1,b1,1,0,1,1
2257,fuel,verb,b2,b2,0,0,0,0
2258,fulfil,verb,-1,b2,0,0,0,0
2259,full,adjective,a1,a1,74,57,118,95
2260,full-time,adjective,-1,b2,0,0,0,0
2261,full-time,adverb,-1,b2,0,0,0,0
2262,fully,adverb,b2,b2,1,0,11,1
2263,fun,adjective,a2,a2,2,4,11,1
2264,fun,noun,a1,a1,0,0,0,0
2265,function,noun,b1,b1,0,0,0,0
2266,function,verb,b2,b2,0,0,0,0
2267,functional,adjective,-1,c1,0,0,0,0
2268,fund,noun,b2,b2,0,0,1,0
2269,fund,verb,b2,b2,0,0,0,0
2270,fundamental,adjective,b2,b2,0,0,1,0
2271,fundamentally,adverb,-1,b2,0,0,0,0
2272,funding,noun,b2,b2,0,0,0,0
2273,fundraising,noun,-1,c1,0,0,0,0
2274,funeral,noun,-1,c1,1,5,1,3
2275,funny,adjective,a1,a1,12,5,6,9
2276,fur,noun,b1,b1,35,41,3,44
2277,furious,adjective,-1,b2,6,5,14,6
2278,furniture,noun,a2,a2,1,2,6,3
2279,further,adjective,a2,a2,15,5,24,18
2280,further,adverb,b1,b1,0,0,0,0
2281,furthermore,adverb,b2,b2,0,0,1,0
2282,future,adjective,a2,a2,9,9,9,9
2283,future,noun,a1,a1,0,0,0,0
2284,gain,noun,b2,b2,6,1,6,4
2285,gain,verb,b2,b2,0,0,0,0
2286,gallery,noun,a2,a2,2,0,0,5
2287,gallon,noun,-1,c1,0,0,1,0
2288,gambling,noun,-1,c1,2,0,1,1
2289,game,noun,a1,a1,35,24,21,34
2290,gaming,noun,-1,b2,2,0,0,0
2291,gang,noun,b2,b2,0,1,0,1
2292,gap,noun,a2,a2,10,3,5,5
2293,garage,noun,b1,b1,0,0,0,0
2294,garden,noun,a1,a1,7,10,2,28
2295,gas,noun,a2,a2,1,0,10,0
2296,gate,noun,a2,a2,104,60,1,123
2297,gather,verb,b1,b1,8,6,11,6
2298,gathering,noun,-1,c1,11,12,10,8
2299,gay,adjective,-1,b2,0,1,0,0
2300,gaze,noun,-1,c1,12,6,17,12
2301,gaze,verb,-1,c1,0,0,0,0
2302,gear,noun,-1,c1,2,0,3,2
2303,gender,noun,-1,b2,0,0,0,0
2304,gene,noun,-1,b2,0,0,0,0
2305,general,adjective,a2,a2,0,1,11,2
2306,generally,adverb,b1,b1,0,0,11,0
2307,generate,verb,b2,b2,0,0,2,1
2308,generation,noun,b1,b1,1,2,0,0
2309,generic,adjective,-1,c1,0,0,0,0
2310,generous,adjective,b1,b1,6,4,7,10
2311,genetic,adjective,-1,b2,0,0,0,0
2312,genius,noun,-1,b2,0,0,0,0
2313,genocide,noun,-1,c1,0,0,0,0
2314,genre,noun,b2,b2,0,0,0,0
2315,gentle,adjective,b1,b1,27,23,41,38
2316,gentleman,noun,b1,b1,0,0,22,0
2317,genuine,adjective,-1,b2,3,0,5,0
2318,genuinely,adverb,-1,b2,0,0,3,0
2319,geography,noun,a1,a1,0,0,0,0
2320,gesture,noun,-1,b2,9,8,79,9
2321,get,verb,a1,a1,166,115,328,278
2322,ghost,noun,b1,b1,91,105,4,64
2323,giant,adjective,b1,b1,23,23,1,75
2324,giant,noun,b1,b1,0,0,0,0
2325,gift,noun,a2,a2,28,34,14,73
2326,gig,noun,-1,b2,0,0,0,0
2327,girl,noun,a1,a1,262,186,81,289
2328,girlfriend,noun,a1,a1,0,0,0,0
2329,give,verb,a1,a1,189,154,128,248
2330,glad,adjective,b1,b1,26,15,33,33
2331,glance,noun,-1,c1,19,27,13,13
2332,glance,verb,-1,c1,0,0,0,0
2333,glass,noun,a1,a1,29,20,60,22
2334,glimpse,noun,-1,c1,13,10,10,12
2335,global,adjective,b1,b1,0,0,0,0
2336,globalization,noun,-1,b2,0,0,0,0
2337,globe,noun,-1,b2,1,1,0,0
2338,glorious,adjective,-1,c1,0,1,0,2
2339,glory,noun,-1,c1,19,7,1,13
2340,glove,noun,b1,b1,13,8,3,12
2341,go,noun,b1,b1,336,294,243,430
2342,go,verb,a1,a1,0,0,0,0
2343,goal,noun,a2,a2,0,0,0,0
2344,god,noun,a2,a2,70,13,64,46
2345,gold,adjective,a2,a2,225,182,18,305
2346,gold,noun,a2,a2,0,0,0,0
2347,golden,adjective,-1,b2,98,90,18,91
2348,golf,noun,a2,a2,0,0,0,0
2349,good,adjective,a1,a1,340,252,323,521
2350,good,noun,a2,a2,0,0,0,0
2351,goodbye,exclamation,a1,a1,0,0,0,1
2352,goodbye,noun,a1,a1,0,0,0,0
2353,goodness,noun,-1,b2,1,0,1,2
2354,goods,noun,b1,b1,5,5,4,16
2355,gorgeous,adjective,-1,b2,1,1,6,1
2356,govern,verb,b2,b2,0,2,0,0
2357,governance,noun,-1,c1,2,1,0,0
2358,government,noun,a2,a2,0,0,1,0
2359,governor,noun,-1,b2,0,0,0,0
2360,grab,verb,b2,b2,12,7,11,13
2361,grace,noun,-1,c1,184,105,11,275
2362,grade,noun,b1,b1,0,0,1,0
2363,grade,verb,b2,b2,0,0,0,0
2364,gradually,adverb,b2,b2,1,0,0,0
2365,graduate,noun,b1,b1,0,0,0,0
2366,graduate,verb,b1,b1,0,0,0,0
2367,grain,noun,b1,b1,3,2,6,6
2368,grand,adjective,b2,b2,28,64,7,24
2369,grandfather,noun,a1,a1,20,12,4,40
2370,grandmother,noun,a1,a1,2,3,1,27
2371,grandparent,noun,a1,a1,0,0,0,0
2372,grant,noun,b2,b2,24,9,1,34
2373,grant,verb,b2,b2,0,0,0,0
2374,graphic,adjective,-1,b2,0,0,0,0
2375,graphics,noun,-1,b2,0,0,0,0
2376,grasp,noun,-1,c1,11,13,5,15
2377,grasp,verb,-1,c1,0,0,0,0
2378,grass,noun,a2,a2,29,63,24,28
2379,grateful,adjective,b1,b1,17,12,2,18
2380,grave,adjective,-1,c1,19,23,4,17
2381,grave,noun,-1,c1,0,0,0,0
2382,gravity,noun,-1,c1,0,0,2,0
2383,great,adjective,a1,a1,362,244,167,339
2384,greatly,adverb,-1,b2,3,2,1,4
2385,green,adjective,a1,a1,205,112,47,176
2386,green,noun,a1,a1,0,0,0,0
2387,greenhouse,noun,-1,b2,0,0,0,0
2388,greet,verb,a2,a2,4,7,8,6
2389,grey,adjective,a1,a1,173,192,70,222
2390,grey,noun,a1,a1,0,0,0,0
2391,grid,noun,-1,c1,0,0,0,0
2392,grief,noun,-1,c1,19,37,9,35
2393,grin,noun,-1,c1,11,8,33,17
2394,grin,verb,-1,c1,0,0,0,0
2395,grind,verb,-1,c1,0,0,2,2
2396,grip,noun,-1,c1,13,23,16,23
2397,grip,verb,-1,c1,0,0,0,0
2398,grocery,noun,-1,b2,0,0,0,0
2399,gross,adjective,-1,c1,2,2,0,2
2400,ground,noun,a2,a2,98,111,91,119
2401,group,noun,a1,a1,4,2,17,6
2402,grow,verb,a1,a1,45,31,15,33
2403,growth,noun,b1,b1,1,2,0,0
2404,guarantee,noun,b2,b2,0,0,0,0
2405,guarantee,verb,b2,b2,0,0,0,0
2406,guard,noun,b1,b1,80,85,16,69
2407,guard,verb,b1,b1,0,0,0,0
2408,guerrilla,noun,-1,c1,0,0,0,0
2409,guess,noun,a1,a1,8,4,53,10
2410,guess,verb,a1,a1,0,0,0,0
2411,guest,noun,a2,a2,12,12,4,12
2412,guidance,noun,-1,c1,0,1,0,2
2413,guide,noun,a2,a2,2,0,5,8
2414,guide,verb,a2,a2,0,0,0,0
2415,guideline,noun,-1,b2,0,0,0,0
2416,guilt,noun,-1,c1,0,3,4,12
2417,guilty,adjective,b1,b1,7,6,14,22
2418,guitar,noun,a1,a1,0,0,0,0
2419,gun,noun,a2,a2,0,0,0,0
2420,gut,noun,-1,c1,9,8,16,7
2421,guy,noun,a2,a2,0,0,1,0
2422,gym,noun,a1,a1,0,0,0,0
2423,habit,noun,a2,a2,5,1,11,13
2424,habitat,noun,-1,b2,0,0,0,0
2425,hail,verb,-1,c1,4,6,0,1
2426,hair,noun,a1,a1,181,227,157,260
2427,half,adverb,a2,a2,275,194,253,390
2428,half,determiner,a1,a1,0,0,0,0
2429,half,noun,a1,a1,0,0,0,0
2430,half,pronoun,a1,a1,0,0,0,0
2431,halfway,adverb,-1,c1,8,8,27,18
2432,hall,noun,a2,a2,84,85,35,102
2433,halt,noun,-1,c1,3,11,2,15
2434,halt,verb,-1,c1,0,0,0,0
2435,hand,noun,a1,a1,498,586,465,664
2436,hand,verb,b1,b1,0,0,0,0
2437,handful,noun,-1,c1,23,10,33,15
2438,handle,noun,b2,b2,5,7,19,3
2439,handle,verb,b2,b2,0,0,0,0
2440,handling,noun,-1,c1,1,0,2,1
2441,handy,adjective,-1,c1,0,0,4,1
2442,hang,verb,b1,b1,13,4,5,35
2443,happen,verb,a1,a1,13,20,32,28
2444,happily,adverb,a2,a2,6,9,3,9
2445,happiness,noun,b1,b1,2,0,1,3
2446,happy,adjective,a1,a1,12,11,10,22
2447,harassment,noun,-1,c1,0,0,0,0
2448,harbour,noun,-1,b2,0,0,0,0
2449,hard,adjective,a1,a1,214,226,193,250
2450,hard,adverb,a1,a1,0,0,0,0
2451,hardly,adverb,b1,b1,22,6,38,41
2452,hardware,noun,-1,c1,0,0,0,0
2453,harm,noun,b2,b2,35,31,14,46
2454,harm,verb,b2,b2,0,0,0,0
2455,harmful,adjective,b2,b2,0,0,1,0
2456,harmony,noun,-1,c1,0,0,8,4
2457,harsh,adjective,-1,c1,5,4,5,8
2458,harvest,noun,-1,c1,23,4,11,11
2459,harvest,verb,-1,c1,0,0,0,0
2460,hat,noun,a1,a1,7,3,11,4
2461,hate,noun,b1,b1,28,29,22,26
2462,hate,verb,a1,a1,0,0,0,0
2463,hatred,noun,-1,c1,3,2,1,1
2464,haunt,verb,-1,c1,4,3,0,1
2465,have,verb,a1,a1,1513,1172,935,2058
2466,have,auxiliary verb,a2,a2,0,0,0,0
2467,have to,modal verb,a1,a1,0,0,0,0
2468,hazard,noun,-1,c1,4,0,0,0
2469,he,pronoun,a1,a1,5628,5408,3369,7695
2470,head,noun,a1,a1,369,380,418,545
2471,head,verb,b1,b1,0,0,0,0
2472,headache,noun,a2,a2,0,0,2,3
2473,headline,noun,b1,b1,0,0,0,0
2474,headquarters,noun,-1,b2,0,0,0,0
2475,heal,verb,-1,b2,4,8,5,8
2476,health,noun,a1,a1,6,1,1,8
2477,healthcare,noun,-1,b2,0,0,0,0
2478,healthy,adjective,a1,a1,3,7,3,6
2479,hear,verb,a1,a1,219,179,88,267
2480,hearing,noun,b2,b2,10,20,8,12
2481,heart,noun,a2,a2,132,117,96,164
2482,heat,noun,a2,a2,21,36,51,31
2483,heat,verb,a2,a2,0,0,0,0
2484,heating,noun,b1,b1,0,0,0,0
2485,heaven,noun,b2,b2,2,0,1,1
2486,heavily,adverb,b1,b1,9,14,12,19
2487,heavy,adjective,a2,a2,89,124,81,142
2488,heel,noun,b2,b2,14,12,5,11
2489,height,noun,a2,a2,10,7,4,7
2490,heighten,verb,-1,c1,0,0,0,0
2491,helicopter,noun,b1,b1,0,0,0,0
2492,hell,noun,b2,b2,10,3,36,12
2493,hello,exclamation,a1,a1,0,1,16,0
2494,hello,noun,a1,a1,0,0,0,0
2495,helmet,noun,-1,b2,1,10,0,2
2496,help,noun,a1,a1,156,119,89,127
2497,help,verb,a1,a1,0,0,0,0
2498,helpful,adjective,a2,a2,1,1,2,0
2499,hence,adverb,-1,b2,2,1,1,5
2500,her,determiner,a1,a1,3166,3645,1312,4016
2501,her,pronoun,a1,a1,0,0,0,0
2502,herb,noun,-1,b2,0,1,2,0
2503,here,adverb,a1,a1,409,450,366,487
2504,heritage,noun,-1,c1,0,0,0,1
2505,hero,noun,a2,a2,7,6,10,19
2506,hers,pronoun,a2,a2,18,36,11,38
2507,herself,pronoun,a2,a2,116,164,36,152
2508,hesitate,verb,b2,b2,1,1,7,5
2509,hey,exclamation,a1,a1,1,0,5,16
2510,hi,exclamation,a1,a1,0,0,0,0
2511,hidden,adjective,-1,b2,26,32,30,47
2512,hide,verb,a2,a2,33,19,33,59
2513,hierarchy,noun,-1,c1,0,0,0,0
2514,high,adjective,a1,a1,180,224,75,217
2515,high,adverb,a2,a2,0,0,0,0
2516,high,noun,b2,b2,0,0,0,0
2517,high-profile,adjective,-1,c1,0,0,0,0
2518,highlight,noun,b1,b1,0,0,0,0
2519,highlight,verb,b1,b1,0,0,0,0
2520,highly,adverb,b1,b1,1,0,7,2
2521,highway,noun,-1,b2,0,0,0,0
2522,hilarious,adjective,-1,b2,0,0,0,0
2523,hill,noun,a2,a2,32,23,49,69
2524,him,pronoun,a1,a1,2178,2503,822,2978
2525,himself,pronoun,a2,a2,301,264,150,401
2526,hint,noun,-1,c1,20,9,22,9
2527,hint,verb,-1,c1,0,0,0,0
2528,hip,noun,-1,b2,10,6,6,10
2529,hire,noun,b2,b2,5,7,0,12
2530,hire,verb,b1,b1,0,0,0,0
2531,his,determiner,a1,a1,4829,5076,2390,6269
2532,his,pronoun,a2,a2,0,0,0,0
2533,historian,noun,-1,b2,0,0,0,0
2534,historic,adjective,b1,b1,0,0,0,0
2535,historical,adjective,b1,b1,0,0,3,0
2536,history,noun,a1,a1,6,6,11,20
2537,hit,noun,a2,a2,28,36,20,37
2538,hit,verb,a2,a2,0,0,0,0
2539,hobby,noun,a1,a1,0,0,1,0
2540,hockey,noun,a2,a2,0,0,0,0
2541,hold,noun,b2,b2,101,74,73,117
2542,hold,verb,a2,a2,0,0,0,0
2543,hole,noun,a2,a2,19,10,12,24
2544,holiday,noun,a1,a1,0,0,1,0
2545,hollow,adjective,b2,b2,3,1,18,4
2546,holy,adjective,b2,b2,5,2,6,11
2547,home,adjective,a2,a2,84,81,36,74
2548,home,adverb,a1,a1,0,0,0,0
2549,home,noun,a1,a1,0,0,0,0
2550,homeland,noun,-1,c1,0,1,0,0
2551,homeless,adjective,-1,b2,0,0,0,0
2552,homework,noun,a1,a1,0,0,0,0
2553,honest,adjective,b1,b1,6,5,19,23
2554,honesty,noun,-1,b2,0,1,3,3
2555,honour,noun,b2,b2,0,0,0,0
2556,honour,verb,b2,b2,0,0,0,0
2557,hook,noun,-1,b2,7,3,3,5
2558,hook,verb,-1,c1,0,0,0,0
2559,hope,noun,a2,a2,83,73,96,122
2560,hope,verb,a1,a1,0,0,0,0
2561,hopeful,adjective,-1,c1,5,2,4,3
2562,hopefully,adverb,-1,b2,1,1,8,2
2563,horizon,noun,-1,c1,12,11,6,5
2564,horn,noun,-1,c1,53,25,2,80
2565,horrible,adjective,b1,b1,4,3,5,1
2566,horror,noun,b1,b1,12,7,5,14
2567,horse,noun,a1,a1,214,252,88,306
2568,hospital,noun,a1,a1,0,0,0,0
2569,host,noun,b1,b1,67,40,0,45
2570,host,verb,b2,b2,0,0,0,0
2571,hostage,noun,-1,c1,17,8,1,16
2572,hostile,adjective,-1,c1,1,1,2,1
2573,hostility,noun,-1,c1,0,0,0,0
2574,hot,adjective,a1,a1,210,68,50,164
2575,hotel,noun,a1,a1,0,0,0,0
2576,hour,noun,a1,a1,43,30,88,39
2577,house,noun,a1,a1,177,110,50,165
2578,house,verb,b2,b2,0,0,0,0
2579,household,noun,b2,b2,18,20,1,19
2580,housing,noun,b2,b2,0,0,0,0
2581,how,adverb,a1,a1,431,343,522,607
2582,however,adverb,a1,a1,20,13,36,47
2583,huge,adjective,a2,a2,44,66,44,125
2584,human,adjective,a2,a2,18,14,19,10
2585,human,noun,a2,a2,0,0,0,0
2586,humanitarian,adjective,-1,c1,0,0,0,0
2587,humanity,noun,-1,c1,0,0,0,0
2588,humble,adjective,-1,c1,5,1,2,8
2589,humorous,adjective,b2,b2,0,0,1,0
2590,humour,noun,b2,b2,0,0,0,0
2591,hundred,number,a1,a1,160,118,70,245
2592,hunger,noun,-1,b2,6,4,9,11
2593,hungry,adjective,a1,a1,35,29,24,43
2594,hunt,noun,b2,b2,24,30,2,22
2595,hunt,verb,b1,b1,0,0,0,0
2596,hunting,noun,b2,b2,25,28,5,28
2597,hurricane,noun,b1,b1,0,0,0,0
2598,hurry,noun,b1,b1,12,8,13,5
2599,hurry,verb,b1,b1,0,0,0,0
2600,hurt,adjective,a2,a2,76,72,75,81
2601,hurt,noun,b2,b2,0,0,0,0
2602,hurt,verb,a2,a2,0,0,0,0
2603,husband,noun,a1,a1,24,57,6,91
2604,hydrogen,noun,-1,c1,0,0,0,0
2605,hypothesis,noun,-1,b2,0,0,0,0
2606,i,pronoun,a1,a1,4117,3237,9751,5594
2607,ice,noun,a1,a1,39,64,13,128
2608,ice cream,noun,a1,a1,0,0,0,0
2609,icon,noun,-1,b2,0,0,0,0
2610,id,noun,-1,b2,5,2,0,4
2611,idea,noun,a1,a1,5,7,44,4
2612,ideal,adjective,a2,a2,0,0,5,0
2613,ideal,noun,b2,b2,0,0,0,0
2614,identical,adjective,-1,b2,0,1,0,0
2615,identification,noun,-1,c1,0,0,0,0
2616,identify,verb,a2,a2,0,0,2,0
2617,identity,noun,b1,b1,0,0,0,0
2618,ideological,adjective,-1,c1,0,0,0,0
2619,ideology,noun,-1,c1,0,0,0,0
2620,idiot,noun,-1,c1,0,1,11,0
2621,if,conjunction,a1,a1,1126,938,1051,1419
2622,ignorance,noun,-1,c1,0,2,9,2
2623,ignore,verb,b1,b1,6,6,18,8
2624,ill,adjective,a2,a2,36,14,7,33
2625,illegal,adjective,b1,b1,0,0,2,0
2626,illness,noun,a2,a2,2,6,0,0
2627,illusion,noun,-1,b2,0,0,0,0
2628,illustrate,verb,b2,b2,0,0,3,0
2629,illustration,noun,b2,b2,0,0,0,0
2630,image,noun,a2,a2,2,3,2,0
2631,imagery,noun,-1,c1,0,0,0,0
2632,imaginary,adjective,b1,b1,0,1,6,0
2633,imagination,noun,b2,b2,0,0,2,1
2634,imagine,verb,a1,a1,26,25,26,21
2635,immediate,adjective,b1,b1,0,2,2,1
2636,immediately,adverb,a2,a2,0,3,11,0
