Palabra;Categoría Gramatical;Oxford3000;Oxford5000;aGameOfThrones;aClashOfKings.1;aSTormOfSwords;Hp1;Hp2;Hp3;Hp4;Hp5;Hp6;Hp7;NameOfTheWind;theSlowRegardOfSilentThings;Pride and prejudice
othell;;;;0.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
yarwyck;;;;2;1.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
albett;;;;6;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bowen;;;;17;1.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
marsh;;;;21;1.0;45.0;0.0;0.0;4.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0
handler;;;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
celladar;;;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hobb;;;;7;1.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jeren;;;;5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
cugen;;;;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
gueren;;;;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
recruiters;;;;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
highar;;;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
cotter;;;;3;1.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dareon;;;;13;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
chapters;;;;1;1.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
lem;;;;0.0;;123.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tormund;;;;0.0;;78.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
magnar;;;;0.0;;65.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
unsullied;;;;1;;61.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
anguy;;;;1;;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
paul;;;;0.0;;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
kraznys;;;;0.0;;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jarl;;;;0.0;;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
daario;;;;0.0;;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
styr;;;;0.0;;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
missandei;;;;0.0;;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
therms;;;;0.0;;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
heh;;;;4;;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
greenbeard;;;;0.0;;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
val;;;;5;;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
unsul;;;;0.0;;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jack;;;;0.0;;32.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0
harpy;;;;0.0;;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sevenstrings;;;;0.0;;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
owen;;;;0.0;;29.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
alayne;;;;0.0;;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
urswyck;;;;0.0;;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
grazdan;;;;0.0;;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dick;;;;0.0;;26.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
tansy;;;;0.0;;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
nightfort;;;;0.0;;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
innkeep;;;;8;;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
stormcrows;;;;0.0;;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
chalice;;;;1;;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bricks;;;;1;;20.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;9.0;2.0;0.0
plumm;;;;0.0;;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
longspear;;;;0.0;;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lemoncloak;;;;0.0;;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
varamyr;;;;0.0;;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
nakloz;;;;0.0;;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
comer;;;;0.0;;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
groleo;;;;0.0;;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
grigg;;;;0.0;;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mero;;;;0.0;;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
kegs;;;;2;;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0
therns;;;;0.0;;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
har;;;;0.0;;15.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
prendahl;;;;0.0;;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
naharis;;;;0.0;;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
oznak;;;;0.0;;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
karl;;;;0.0;;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
elinor;;;;0.0;;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
therm;;;;0.0;;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
freedmen;;;;0.0;;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bannen;;;;0.0;;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
squab;;;;0.0;;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ghis;;;;0.0;;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sewers;;;;0.0;;13.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
amends;;;;0.0;;12.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0
megga;;;;0.0;;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
giantsbane;;;;0.0;;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
shama;;;;0.0;;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
rolph;;;;0.0;;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
raynald;;;;0.0;;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ghiscari;;;;0.0;;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
pyramid;;;;0.0;;12.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
errok;;;;0.0;;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
emmett;;;;0.0;;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
barmen;;;;0.0;;11.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
pus;;;;3;;11.0;0.0;0.0;0.0;12.0;1.0;3.0;0.0;0.0;0.0;0.0
lashing;;;;3;;11.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
maidenpool;;;;0.0;;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mag;;;;0.0;;11.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
stoney;;;;0.0;;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
galyeon;;;;0.0;;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
blackmont;;;;0.0;;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
judges;;;;0.0;;11.0;0.0;0.0;0.0;28.0;1.0;0.0;0.0;3.0;0.0;0.0
crutch;;;;0.0;;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
cleon;;;;0.0;;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
nonny;;;;0.0;;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
blane;;;;0.0;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ryk;;;;0.0;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lute;;;;0.0;;10.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;161.0;0.0;0.0
chariots;;;;0.0;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tokar;;;;0.0;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
pyramids;;;;1;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
el;;;;1;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
aria;;;;0.0;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
crossbows;;;;1;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
othel;;;;2;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
barricade;;;;2;;10.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0
kof;;;;0.0;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ol;;;;0.0;;9.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
rowing;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bulwer;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
merryweather;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
pomegranate;;;;1;;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
troubling;;;;3;;9.0;0.0;1.0;3.0;0.0;2.0;0.0;1.0;3.0;0.0;1.0
weeper;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
earless;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
orell;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hosts;;;;6;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dracarys;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lemons;;;;1;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
sevens;;;;0.0;;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
maidenhead;;;;2;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sapphires;;;;7;;9.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
astapori;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
facing;;;;12;;9.0;9.0;6.0;7.0;28.0;26.0;9.0;17.0;9.0;0.0;0.0
climbers;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
septry;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
wynton;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
oswel;;;;2;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
le;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
meereenese;;;;0.0;;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
flank;;;;3;;8.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0
luthor;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
qorgyle;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bawdy;;;;5;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
hooded;;;;3;;8.0;4.0;0.0;6.0;8.0;4.0;3.0;13.0;11.0;0.0;0.0
sybell;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
clans;;;;10;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
summerhall;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
naath;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
scribe;;;;0.0;;8.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;22.0;0.0;0.0
hamish;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lewyn;;;;1;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
merrit;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
na;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
ghezn;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
zo;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
pahl;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
votes;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
saltpans;;;;0.0;;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lophand;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sevenstreams;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
nocked;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hardbread;;;;1;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
rearguard;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
snowflakes;;;;1;;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hereabouts;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
longbows;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
rainy;;;;1;;7.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;6.0;0.0;0.0
aback;;;;5;;7.0;1.0;0.0;2.0;7.0;10.0;6.0;5.0;9.0;0.0;0.0
alla;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
leonette;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
thunderfist;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
connington;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
khorane;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
carpets;;;;2;;7.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0
sumner;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
grandison;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
robbed;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;5.0;0.0;0.0
tarbeck;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
kingthlayer;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tokars;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
zol;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ronnel;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ulmer;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
cafferen;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
manwoody;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dagos;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
paramour;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
watty;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
oldstones;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
longhal;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tokens;;;;0.0;;7.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
lum;;;;0.0;;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hag;;;;0.0;;6.0;1.0;0.0;1.0;2.0;6.0;1.0;2.0;0.0;0.0;0.0
maslyn;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ghastly;;;;1;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
coz;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sickbed;;;;2;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
wider;;;;1;;6.0;2.0;4.0;0.0;3.0;6.0;1.0;4.0;6.0;3.0;0.0
shagwel;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
thinning;;;;1;;6.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0
squal;;;;2;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
clawing;;;;3;;6.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0
chanted;;;;1;;6.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0
crossbowman;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
smoked;;;;1;;6.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0
scab;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
doves;;;;3;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
heigh;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
rueful;;;;3;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lumbered;;;;3;;6.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0
sixskins;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hornfoot;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
toyne;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
gutters;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
reynes;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
andal;;;;3;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
doeskin;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
westerosi;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
translator;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
rendered;;;;0.0;;6.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;1.0;11.0
defeating;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
undressed;;;;4;;6.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0
posts;;;;2;;6.0;6.0;0.0;9.0;3.0;0.0;4.0;0.0;1.0;0.0;0.0
io;;;;0.0;;6.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
greenaway;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
daemon;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
nightsong;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
uller;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
arron;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
quort;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
del;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
yunkish;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mhysa;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tristifer;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
henly;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
oswell;;;;2;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
zei;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
grisel;;;;0.0;;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
armpits;;;;1;;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
kedge;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
calves;;;;1;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
rudder;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tensed;;;;2;;5.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;0.0;0.0
unwanted;;;;0.0;;5.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0
timidly;;;;3;;5.0;2.0;0.0;4.0;0.0;5.0;1.0;2.0;1.0;0.0;0.0
dabbed;;;;3;;5.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
resented;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;3.0
figurehead;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tut;;;;0.0;;5.0;5.0;3.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0
chivalrous;;;;1;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
fart;;;;3;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
fiddlers;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
clan;;;;4;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
stunned;;;;6;;5.0;6.0;8.0;9.0;22.0;13.0;14.0;17.0;22.0;1.0;0.0
sewed;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
coverlet;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
gravel;;;;4;;5.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;3.0
shayala;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
buzzing;;;;3;;5.0;1.0;1.0;3.0;7.0;5.0;1.0;0.0;2.0;0.0;0.0
weighs;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
brigantine;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dreaded;;;;3;;5.0;0.0;1.0;0.0;0.0;2.0;0.0;4.0;1.0;0.0;7.0
