Palabra;Categoría Gramatical;Oxford3000;Oxford5000;aGameOfThrones;aClashOfKings.1;aSTormOfSwords;Hp1;Hp2;Hp3;Hp4;Hp5;Hp6;Hp7;NameOfTheWind;theSlowRegardOfSilentThings;Pride and prejudice
seashells;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
rills;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
munda;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tunics;;;;1;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
seamstress;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
mustn;;;;3;;5.0;3.0;4.0;9.0;2.0;4.0;5.0;3.0;0.0;1.0;0.0
cruelty;;;;1;;5.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;4.0
ashford;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bleating;;;;0.0;;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
toasts;;;;2;;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
tarbecks;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
fairer;;;;0.0;;5.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
scum;;;;4;;5.0;0.0;1.0;1.0;2.0;6.0;3.0;5.0;0.0;0.0;0.0
timeon;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hilts;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tickle;;;;0.0;;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
sot;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
norrey;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
liddle;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
shivers;;;;3;;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0
prophecy;;;;2;;5.0;0.0;0.0;0.0;0.0;77.0;53.0;2.0;0.0;0.0;0.0
justly;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0
undoing;;;;1;;5.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
rungs;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
byam;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
harclay;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tim;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
muck;;;;1;;5.0;0.0;2.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0
mudge;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lowest;;;;3;;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;2.0;1.0
skies;;;;1;;5.0;1.0;0.0;1.0;1.0;2.0;3.0;5.0;1.0;0.0;0.0
feats;;;;1;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sewer;;;;1;;5.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
roundtower;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sallor;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
wylla;;;;2;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
nage;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sepulcher;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ferrymen;;;;1;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
gerald;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
surprisingly;;;;0.0;;5.0;0.0;2.0;0.0;2.0;1.0;2.0;3.0;9.0;0.0;0.0
mully;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
coldhands;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
joso;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
brella;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mantlets;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ghael;;;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
squashed;;;;1;;4.0;1.0;4.0;3.0;9.0;2.0;2.0;0.0;0.0;0.0;0.0
muttonhead;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
milky;;;;1;;4.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
deserters;;;;2;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
lop;;;;3;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bessa;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
trudged;;;;0.0;;4.0;1.0;0.0;0.0;2.0;3.0;3.0;0.0;3.0;1.0;0.0
glows;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
puffy;;;;2;;4.0;0.0;1.0;0.0;1.0;3.0;2.0;9.0;0.0;0.0;0.0
whimper;;;;0.0;;4.0;1.0;1.0;1.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0
donning;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
wheelhouse;;;;11;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
cutoff;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
storming;;;;1;;4.0;0.0;1.0;0.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0
devouring;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
reads;;;;0.0;;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hobble;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
nay;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
hose;;;;0.0;;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
juncture;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
condolences;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
accommodations;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
spire;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
crowds;;;;5;;4.0;2.0;0.0;0.0;6.0;3.0;0.0;2.0;5.0;0.0;0.0
deepening;;;;2;;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
poke;;;;3;;4.0;1.0;3.0;1.0;4.0;4.0;1.0;4.0;2.0;0.0;0.0
milked;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
granddaughter;;;;1;;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
lenyl;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
plodded;;;;3;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
disarray;;;;0.0;;4.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;3.0;5.0;0.0
blushing;;;;1;;4.0;0.0;3.0;2.0;5.0;3.0;0.0;2.0;5.0;0.0;1.0
tow;;;;0.0;;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0
baggy;;;;1;;4.0;2.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0
kos;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hasty;;;;2;;4.0;0.0;0.0;1.0;0.0;1.0;3.0;1.0;1.0;0.0;5.0
temmo;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hopeless;;;;4;;4.0;0.0;2.0;2.0;1.0;0.0;1.0;2.0;6.0;0.0;7.0
bellowing;;;;1;;4.0;0.0;1.0;0.0;3.0;3.0;1.0;4.0;3.0;0.0;0.0
salla;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
whitewashed;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
cider;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0
sheathe;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jingled;;;;0.0;;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
bushel;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
recoiled;;;;2;;4.0;0.0;0.0;1.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0
kicks;;;;3;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
glumly;;;;2;;4.0;1.0;0.0;1.0;0.0;9.0;3.0;0.0;0.0;0.0;0.0
brigands;;;;10;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tumbler;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sheepskins;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
kneelers;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
pel;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
longaxes;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ha;;;;1;;4.0;3.0;8.0;4.0;12.0;21.0;7.0;5.0;15.0;0.0;0.0
ahooo;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lazily;;;;2;;4.0;1.0;3.0;4.0;6.0;5.0;2.0;3.0;3.0;0.0;0.0
nonce;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
appears;;;;4;;4.0;0.0;0.0;0.0;4.0;6.0;3.0;1.0;3.0;0.0;3.0
stepstones;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
forcefully;;;;1;;4.0;0.0;3.0;0.0;2.0;11.0;4.0;1.0;0.0;0.0;0.0
elwood;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
poleaxe;;;;2;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
harmlessly;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
attacking;;;;2;;4.0;0.0;6.0;2.0;6.0;10.0;5.0;3.0;3.0;0.0;0.0
winked;;;;3;;4.0;5.0;1.0;1.0;7.0;3.0;0.0;2.0;10.0;0.0;0.0
comb;;;;1;;4.0;1.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0
translated;;;;2;;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0
stabbing;;;;0.0;;4.0;1.0;1.0;0.0;0.0;0.0;1.0;3.0;2.0;0.0;0.0
swordpoint;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
scribes;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lanterns;;;;2;;4.0;1.0;1.0;3.0;5.0;1.0;2.0;2.0;2.0;0.0;0.0
presumed;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
wul;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
liddles;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
checks;;;;0.0;;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lacks;;;;2;;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
paddled;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
porcupine;;;;0.0;;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
shits;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
blazes;;;;3;;4.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
bastardy;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tipped;;;;9;;4.0;2.0;1.0;4.0;5.0;6.0;13.0;3.0;14.0;6.0;0.0
townsman;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
alyce;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bella;;;;0.0;;4.0;0.0;0.0;0.0;0.0;2.0;9.0;4.0;0.0;0.0;0.0
cradling;;;;8;;4.0;0.0;0.0;1.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0
thee;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
ominous;;;;7;;4.0;0.0;2.0;1.0;1.0;9.0;5.0;3.0;1.0;0.0;0.0
dismissing;;;;2;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
alan;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
simon;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
blackhaven;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
petty;;;;0.0;;4.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;6.0;0.0;0.0
blackfyre;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
gilbert;;;;0.0;;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
marshaling;;;;2;;4.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0
bested;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
garigus;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
slimmer;;;;0.0;;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
onehanded;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
gargalen;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
harmen;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ellaria;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
enormity;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
grates;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;0.0
grate;;;;0.0;;4.0;2.0;2.0;1.0;1.0;5.0;4.0;2.0;15.0;10.0;0.0
bodger;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
wetter;;;;0.0;;4.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
queenscrown;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
queensgate;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
thern;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jenny;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
starfall;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
crabapple;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
freakish;;;;0.0;;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
grandchildren;;;;4;;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0
cripples;;;;3;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
harroway;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
boatmen;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ferryman;;;;1;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sedgekins;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
pimply;;;;0.0;;4.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
jinglebel;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
platters;;;;3;;4.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0
eyeslit;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
gower;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
moles;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
midwife;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
trapdoor;;;;0.0;;4.0;10.0;0.0;8.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0
dates;;;;3;;4.0;2.0;0.0;1.0;3.0;5.0;0.0;3.0;0.0;1.0;0.0
skahazadhan;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
turtles;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
peppers;;;;4;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
arrogant;;;;3;;4.0;0.0;0.0;2.0;1.0;7.0;1.0;7.0;1.0;0.0;1.0
insisting;;;;0.0;;4.0;1.0;2.0;0.0;2.0;2.0;0.0;3.0;0.0;0.0;0.0
duncan;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
kella;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
watt;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
glendon;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lester;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
pinkmaiden;;;;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
whining;;;;0.0;;3.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
whiteye;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tumberjon;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
panicked;;;;0.0;;3.0;1.0;2.0;1.0;4.0;2.0;4.0;3.0;4.0;0.0;0.0
snowing;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
misty;;;;1;;3.0;3.0;4.0;4.0;8.0;8.0;7.0;2.0;0.0;0.0;0.0
botch;;;;2;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
doused;;;;0.0;;3.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;4.0;0.0;0.0
whet;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
snags;;;;1;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lurked;;;;1;;3.0;0.0;1.0;1.0;1.0;3.0;1.0;2.0;0.0;0.0;0.0
innocents;;;;2;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
gaining;;;;0.0;;3.0;0.0;0.0;2.0;1.0;2.0;3.0;0.0;7.0;0.0;3.0
melancholy;;;;7;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
disgrace;;;;7;;3.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;11.0
unkempt;;;;3;;3.0;0.0;0.0;1.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0
peel;;;;0.0;;3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0
chortled;;;;0.0;;3.0;2.0;0.0;0.0;2.0;1.0;2.0;2.0;4.0;0.0;0.0
tooled;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
pillows;;;;5;;3.0;0.0;4.0;1.0;3.0;5.0;4.0;1.0;0.0;0.0;0.0
rout;;;;3;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
latch;;;;1;;3.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;5.0;7.0;0.0
circumstances;;;;2;;3.0;2.0;3.0;2.0;3.0;9.0;3.0;1.0;10.0;0.0;28.0
wages;;;;0.0;;3.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
dressings;;;;0.0;;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
shaky;;;;0.0;;3.0;0.0;1.0;0.0;2.0;3.0;1.0;5.0;6.0;1.0;0.0
chills;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
rimmed;;;;0.0;;3.0;0.0;1.0;1.0;2.0;2.0;5.0;1.0;0.0;0.0;0.0
snag;;;;0.0;;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0
sear;;;;1;;3.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0
seashell;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
kayce;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
therein;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
graceford;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
befits;;;;5;;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
cherish;;;;2;;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
brightfire;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
displease;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
scraggly;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
orel;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mindful;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0
peat;;;;2;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
comers;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
carpeted;;;;3;;3.0;0.0;0.0;0.0;2.0;0.0;1.0;4.0;0.0;0.0;0.0
sallow;;;;0.0;;3.0;1.0;1.0;2.0;3.0;4.0;3.0;5.0;1.0;0.0;0.0
talker;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
blower;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
breaker;;;;0.0;;3.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
outfight;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
snowed;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
rents;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
apiece;;;;0.0;;3.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
sprouting;;;;1;;3.0;0.0;1.0;3.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0
guardians;;;;0.0;;3.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0
beginnings;;;;1;;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0
coverlets;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ridgeline;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
pinecone;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
downwind;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dart;;;;1;;3.0;0.0;0.0;3.0;3.0;2.0;0.0;0.0;2.0;0.0;0.0
niter;;;;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
