Palabra;Book 1;Book 2;Book 3;Book 4;Book 5;Suma Total
buitenplaatsen;1.0;0.0;0.0;0.0;0.0;1.0
interview;1.0;0.0;0.0;0.0;0.0;1.0
opengesteld;1.0;0.0;0.0;0.0;0.0;1.0
paginagroot;1.0;0.0;0.0;0.0;0.0;1.0
captains;1.0;0.0;0.0;0.0;0.0;1.0
industry;1.0;0.0;0.0;0.0;0.0;1.0
acceptatie;1.0;0.0;0.0;0.0;0.0;1.0
gemeentesecretaris;1.0;0.0;0.0;0.0;0.0;1.0
geanimeerd;1.0;0.0;0.0;0.0;0.0;1.0
kennismakingsgesprek;1.0;0.0;0.0;0.0;0.0;1.0
loopbaan;1.0;0.0;0.0;0.0;0.0;1.0
sollicitatiegesprekken;1.0;0.0;0.0;0.0;0.0;1.0
façade;1.0;0.0;0.0;0.0;0.0;1.0
presentatie;1.0;0.0;0.0;0.0;0.0;1.0
kundig;1.0;0.0;0.0;0.0;0.0;1.0
eventuele;1.0;0.0;0.0;0.0;0.0;1.0
volmondig;1.0;0.0;0.0;0.0;0.0;1.0
zaterdagkrant;1.0;0.0;0.0;0.0;0.0;1.0
snuit;1.0;0.0;0.0;0.0;0.0;1.0
stuurbeweging;1.0;0.0;0.0;0.0;0.0;1.0
weerzinwekkende;1.0;0.0;0.0;0.0;0.0;1.0
vormloos;1.0;0.0;0.0;0.0;0.0;1.0
mededingingsautoriteiten;1.0;0.0;0.0;0.0;0.0;1.0
mondiale;1.0;0.0;0.0;0.0;0.0;1.0
spelers;1.0;0.0;0.0;0.0;0.0;1.0
weggelegd;1.0;0.0;0.0;0.0;0.0;1.0
inlevingsvermogen;1.0;0.0;0.0;0.0;0.0;1.0
allersterksten;1.0;0.0;0.0;0.0;0.0;1.0
schaarste;1.0;0.0;0.0;0.0;0.0;1.0
drijft;1.0;0.0;0.0;0.0;0.0;1.0
prijzen;1.0;0.0;0.0;0.0;0.0;1.0
schijntje;1.0;0.0;0.0;0.0;0.0;1.0
waardestijging;1.0;0.0;0.0;0.0;0.0;1.0
waardevermeerdering;1.0;0.0;0.0;0.0;0.0;1.0
profiteert;1.0;0.0;0.0;0.0;0.0;1.0
investeren;1.0;0.0;0.0;0.0;0.0;1.0
ontvangt;1.0;0.0;0.0;0.0;0.0;1.0
belasting;1.0;0.0;0.0;0.0;0.0;1.0
abp;1.0;0.0;0.0;0.0;0.0;1.0
pensioenen;1.0;0.0;0.0;0.0;0.0;1.0
geïnstalleerd;1.0;0.0;0.0;0.0;0.0;1.0
levenservaring;1.0;0.0;0.0;0.0;0.0;1.0
diepgang;1.0;0.0;0.0;0.0;0.0;1.0
tractor;1.0;0.0;0.0;0.0;0.0;1.0
rechterdeur;1.0;0.0;0.0;0.0;0.0;1.0
getild;1.0;0.0;0.0;0.0;0.0;1.0
dieven;1.0;0.0;0.0;0.0;0.0;1.0
verschaft;1.0;0.0;0.0;0.0;0.0;1.0
waarschuwt;1.0;0.0;0.0;0.0;0.0;1.0
abs;1.0;0.0;0.0;0.0;0.0;1.0
gereflecteerd;1.0;0.0;0.0;0.0;0.0;1.0
belastingbetaler;1.0;0.0;0.0;0.0;0.0;1.0
beroept;1.0;0.0;0.0;0.0;0.0;1.0
incognito;1.0;0.0;0.0;0.0;0.0;1.0
verzadigd;1.0;0.0;0.0;0.0;0.0;1.0
super;1.0;0.0;0.0;0.0;0.0;1.0
tips;1.0;0.0;0.0;0.0;0.0;1.0
ambitieus;1.0;0.0;0.0;0.0;0.0;1.0
verdedigde;1.0;0.0;0.0;0.0;0.0;1.0
pit;1.0;0.0;0.0;0.0;0.0;1.0
impulsieve;1.0;0.0;0.0;0.0;0.0;1.0
turkse;1.0;0.0;0.0;0.0;0.0;1.0
pizza;1.0;0.0;0.0;0.0;0.0;1.0
geserveerd;1.0;0.0;0.0;0.0;0.0;1.0
bedrijfsrestaurant;1.0;0.0;0.0;0.0;0.0;1.0
corrigeert;1.0;0.0;0.0;0.0;0.0;1.0
doorvoerstation;1.0;0.0;0.0;0.0;0.0;1.0
zetmeel;1.0;0.0;0.0;0.0;0.0;1.0
palmolie;1.0;0.0;0.0;0.0;0.0;1.0
smaakversterkers;1.0;0.0;0.0;0.0;0.0;1.0
afgestoten;1.0;0.0;0.0;0.0;0.0;1.0
samenwerkt;1.0;0.0;0.0;0.0;0.0;1.0
frikadel;1.0;0.0;0.0;0.0;0.0;1.0
mayonaise;1.0;0.0;0.0;0.0;0.0;1.0
informeel;1.0;0.0;0.0;0.0;0.0;1.0
luncht;1.0;0.0;0.0;0.0;0.0;1.0
intensief;1.0;0.0;0.0;0.0;0.0;1.0
gewenning;1.0;0.0;0.0;0.0;0.0;1.0
opspraak;1.0;0.0;0.0;0.0;0.0;1.0
opbrengsten;1.0;0.0;0.0;0.0;0.0;1.0
bestrijden;1.0;0.0;0.0;0.0;0.0;1.0
deurmat;1.0;0.0;0.0;0.0;0.0;1.0
vandalen;1.0;0.0;0.0;0.0;0.0;1.0
gedeponeerd;1.0;0.0;0.0;0.0;0.0;1.0
langsgaan;1.0;0.0;0.0;0.0;0.0;1.0
latijnse;1.0;0.0;0.0;0.0;0.0;1.0
geologie;1.0;0.0;0.0;0.0;0.0;1.0
hardlopen;1.0;0.0;0.0;0.0;0.0;1.0
surfen;1.0;0.0;0.0;0.0;0.0;1.0
verliesgevende;1.0;0.0;0.0;0.0;0.0;1.0
onderdelen;1.0;0.0;0.0;0.0;0.0;1.0
dorpsjongens;1.0;0.0;0.0;0.0;0.0;1.0
pesten;1.0;0.0;0.0;0.0;0.0;1.0
nodeloze;1.0;0.0;0.0;0.0;0.0;1.0
doorweekte;1.0;0.0;0.0;0.0;0.0;1.0
ochtendjas;1.0;0.0;0.0;0.0;0.0;1.0
gesloopte;1.0;0.0;0.0;0.0;0.0;1.0
afgeven;1.0;0.0;0.0;0.0;0.0;1.0
tekortschiet;1.0;0.0;0.0;0.0;0.0;1.0
onderbreken;1.0;0.0;0.0;0.0;0.0;1.0
loodgrijze;1.0;0.0;0.0;0.0;0.0;1.0
districtshoofd;1.0;0.0;0.0;0.0;0.0;1.0
oudezijds;1.0;0.0;0.0;0.0;0.0;1.0
armsteeg;1.0;0.0;0.0;0.0;0.0;1.0
hartje;1.0;0.0;0.0;0.0;0.0;1.0
willekeurige;1.0;0.0;0.0;0.0;0.0;1.0
winkelstraat;1.0;0.0;0.0;0.0;0.0;1.0
premier;1.0;0.0;0.0;0.0;0.0;1.0
woonachtige;1.0;0.0;0.0;0.0;0.0;1.0
koerdische;1.0;0.0;0.0;0.0;0.0;1.0
connectie;1.0;0.0;0.0;0.0;0.0;1.0
auteurs;1.0;0.0;0.0;0.0;0.0;1.0
onderzoekt;1.0;0.0;0.0;0.0;0.0;1.0
fossielen;1.0;0.0;0.0;0.0;0.0;1.0
française;1.0;0.0;0.0;0.0;0.0;1.0
concludeerde;1.0;0.0;0.0;0.0;0.0;1.0
afgeknapt;1.0;0.0;0.0;0.0;0.0;1.0
vaagheid;1.0;0.0;0.0;0.0;0.0;1.0
soenda;;;;1.0;0.0;1.0
schalen;;;;1.0;0.0;1.0
sumatra;;;;1.0;0.0;1.0
drooge;;;;;1.0;1.0
vergenoegen;;;;;1.0;1.0
dwalend;;;;;1.0;1.0
armoê;;;;;1.0;1.0
arremoê;;;;;1.0;1.0
maer;;;;;1.0;1.0
redt;;;;;1.0;1.0
zedelijken;;;;;1.0;1.0
aen;;;;;1.0;1.0
vergeldt;;;;;1.0;1.0
menschlievend;;;;;1.0;1.0
werkloos;;;;;1.0;1.0
katoengebrek;;;;;1.0;1.0
heerscht;;;;;1.0;1.0
bitsen;;;;;1.0;1.0
arremen;;;;;1.0;1.0
neêrgedrukt;;;;;1.0;1.0
laving;;;;;1.0;1.0
zamelt;;;;;1.0;1.0
hartverscheurend;;;;;1.0;1.0
smeekt;;;;;1.0;1.0
barbaarsche;;;;;1.0;1.0
verstooten;;;;;1.0;1.0
teederlijk;;;;;1.0;1.0
weeklacht;;;;;1.0;1.0
gebod;;;;;1.0;1.0
huisvader;;;;;1.0;1.0
verbleekt;;;;;1.0;1.0
vergt;;;;;1.0;1.0
griefde;;;;;1.0;1.0
beedlen;;;;;1.0;1.0
wichtjen;;;;;1.0;1.0
krijt;;;;;1.0;1.0
schreit;;;;;1.0;1.0
weent;;;;;1.0;1.0
verkleenen;;;;;1.0;1.0
menschenvrienden;;;;;1.0;1.0
beleid;;;;;1.0;1.0
giet;;;;;1.0;1.0
feeste;;;;;1.0;1.0
zuurst;;;;;1.0;1.0
verstiet;;;;;1.0;1.0
wederliefde;;;;;1.0;1.0
henderik;;;;;1.0;1.0
harnas;;;;;1.0;1.0
gegord;;;;;1.0;1.0
gemord;;;;;1.0;1.0
stelden;;;;;1.0;1.0
streden;;;;;1.0;1.0
teedren;;;;;1.0;1.0
minnaars;;;;;1.0;1.0
welbeminden;;;;;1.0;1.0
zwelt;;;;;1.0;1.0
jeugdge;;;;;1.0;1.0
hadt;;;;;1.0;1.0
aangebeden;;;;;1.0;1.0
eêl;;;;;1.0;1.0
vertoorend;;;;;1.0;1.0
onafschetsbaar;;;;;1.0;1.0
loning;;;;;1.0;1.0
naasten;;;;;1.0;1.0
wiedemaand;;;;;1.0;1.0
weesje;;;;;1.0;1.0
weeske;;;;;1.0;1.0
zieltje;;;;;1.0;1.0
vaarde;;;;;1.0;1.0
hemelvreugd;;;;;1.0;1.0
mogte;;;;;1.0;1.0
sterr;;;;;1.0;1.0
kens;;;;;1.0;1.0
wiekjes;;;;;1.0;1.0
geerne;;;;;1.0;1.0
foltren;;;;;1.0;1.0
aalmoes;;;;;1.0;1.0
schamele;;;;;1.0;1.0
halfgesmoorde;;;;;1.0;1.0
knielden;;;;;1.0;1.0
zieleruste;;;;;1.0;1.0
uitboezeming;;;;;1.0;1.0
verheijens;;;;;1.0;1.0
snoodheid;;;;;1.0;1.0
verduistert;;;;;1.0;1.0
werktet;;;;;1.0;1.0
noeste;;;;;1.0;1.0
peildet;;;;;1.0;1.0
kneldet;;;;;1.0;1.0
kluister;;;;;1.0;1.0
baaddet;;;;;1.0;1.0
volprezen;;;;;1.0;1.0
leuvens;;;;;1.0;1.0
kerkhofgrond;;;;;1.0;1.0
treurge;;;;;1.0;1.0
weenend;;;;;1.0;1.0
gewasschen;;;;;1.0;1.0
zwervend;;;;;1.0;1.0
doof;;;;;1.0;1.0
belgiën;;;;;1.0;1.0
verkwikking;;;;;1.0;1.0
laaft;;;;;1.0;1.0
vredebron;;;;;1.0;1.0
vredeheld;;;;;1.0;1.0
zwieren;;;;;1.0;1.0
bewaar;;;;;1.0;1.0
looning;;;;;1.0;1.0
groeijen;;;;;1.0;1.0
vaar;;;;;1.0;1.0
lieven;;;;;1.0;1.0
vaderlande;;;;;1.0;1.0
trouwige;;;;;1.0;1.0
offerande;;;;;1.0;1.0
verslenzen;;;;;1.0;1.0
brons;;;;;1.0;1.0
pronken;;;;;1.0;1.0
misacht;;;;;1.0;1.0
lonken;;;;;1.0;1.0
halfnaakte;;;;;1.0;1.0
aanhoordet;;;;;1.0;1.0
beleden;;;;;1.0;1.0
intreden;;;;;1.0;1.0
nietwerken;;;;;1.0;1.0
menschlievende;;;;;1.0;1.0
inrigters;;;;;1.0;1.0
muzijkfeest;;;;;1.0;1.0
voordeele;;;;;1.0;1.0
nikolaassche;;;;;1.0;1.0
werklieden;;;;;1.0;1.0
telg;;;;;1.0;1.0
sion;;;;;1.0;1.0
neêrgedaald;;;;;1.0;1.0
deugdvorstinne;;;;;1.0;1.0
koû;;;;;1.0;1.0
bibber;;;;;1.0;1.0
deerenis;;;;;1.0;1.0
bastaardschare;;;;;1.0;1.0
wraakgeschreeuw;;;;;1.0;1.0
oorden;;;;;1.0;1.0
lauwergroen;;;;;1.0;1.0
verblijden;;;;;1.0;1.0
vlâmen;;;;;1.0;1.0
verrraden;;;;;1.0;1.0
troont;;;;;1.0;1.0
schouwe;;;;;1.0;1.0
smaad;;;;;1.0;1.0
trouwheid;;;;;1.0;1.0
loonen;;;;;1.0;1.0
bedellied;;;;;1.0;1.0
lekkre;;;;;1.0;1.0
spijs;;;;;1.0;1.0
belgies;;;;;1.0;1.0
alleén;;;;;1.0;1.0
opstandteeken;;;;;1.0;1.0
drenkt;;;;;1.0;1.0
bloemekijn;;;;;1.0;1.0
nachtegaal;;;;;1.0;1.0
linden;;;;;1.0;1.0
morgenduur;;;;;1.0;1.0
schepping;;;;;1.0;1.0
harmonisch;;;;;1.0;1.0
geschuifel;;;;;1.0;1.0
opgevaren;;;;;1.0;1.0
hemelsfeer;;;;;1.0;1.0
meê;;;;;1.0;1.0
bedeelt;;;;;1.0;1.0
kweelt;;;;;1.0;1.0
voorzeker;;;;;1.0;1.0
twijgjes;;;;;1.0;1.0
krachtiger;;;;;1.0;1.0
geurig;;;;;1.0;1.0
maagdenlonkjes;;;;;1.0;1.0
minneklachte;;;;;1.0;1.0
kusje;;;;;1.0;1.0
zedig;;;;;1.0;1.0
werkmans;;;;;1.0;1.0
stulp;;;;;1.0;1.0
nederig;;;;;1.0;1.0
zoeten;;;;;1.0;1.0
nedrigheid;;;;;1.0;1.0
gerukt;;;;;1.0;1.0
maagdenhand;;;;;1.0;1.0
ruiker;;;;;1.0;1.0
versiering;;;;;1.0;1.0
kransje;;;;;1.0;1.0
zuiverheid;;;;;1.0;1.0
geplukt;;;;;1.0;1.0
jonglingshanden;;;;;1.0;1.0
aanvaardend;;;;;1.0;1.0
gaaiken;;;;;1.0;1.0
uitstort;;;;;1.0;1.0
prille;;;;;1.0;1.0
olij;;;;;1.0;1.0
menge;;;;;1.0;1.0
vondel;;;;;1.0;1.0
vrijheidsvuur;;;;;1.0;1.0
vonken;;;;;1.0;1.0
eedverbond;;;;;1.0;1.0
heldhaftge;;;;;1.0;1.0
vrijheidsplannen;;;;;1.0;1.0
weêrstaan;;;;;1.0;1.0
enklen;;;;;1.0;1.0
onafhanklijk;;;;;1.0;1.0
opgehitste;;;;;1.0;1.0
heersch;;;;;1.0;1.0
roofzucht;;;;;1.0;1.0
slafelijk;;;;;1.0;1.0
krommen;;;;;1.0;1.0
schilderije;;;;;1.0;1.0
huwlijksband;;;;;1.0;1.0
hemeltoonen;;;;;1.0;1.0
zaligst;;;;;1.0;1.0
vogelijn;;;;;1.0;1.0
vreugdetoonen;;;;;1.0;1.0
spring;;;;;1.0;1.0
dartel;;;;;1.0;1.0
kommerloos;;;;;1.0;1.0
nestjen;;;;;1.0;1.0
hage;;;;;1.0;1.0
bruigom;;;;;1.0;1.0
gerstenbier;;;;;1.0;1.0
maagdelijn;;;;;1.0;1.0
verknaagd;;;;;1.0;1.0
gestadige;;;;;1.0;1.0
arrebeid;;;;;1.0;1.0
vreugden;;;;;1.0;1.0
samenpaart;;;;;1.0;1.0
tulp;;;;;1.0;1.0
lelie;;;;;1.0;1.0
glansen;;;;;1.0;1.0
bastaardkindren;;;;;1.0;1.0
ondoordringbre;;;;;1.0;1.0
ontstijgt;;;;;1.0;1.0
lastren;;;;;1.0;1.0
ontzield;;;;;1.0;1.0
ontvlamden;;;;;1.0;1.0
franschen;;;;;1.0;1.0
malle;;;;;1.0;1.0
poch;;;;;1.0;1.0
onweêrswolk;;;;;1.0;1.0
opgeblazen;;;;;1.0;1.0
barend;;;;;1.0;1.0
viele;;;;;1.0;1.0
doodgeknald;;;;;1.0;1.0
hergaf;;;;;1.0;1.0
pestgen;;;;;1.0;1.0
schut;;;;;1.0;1.0
ontaarde;;;;;1.0;1.0
zonnevuur;;;;;1.0;1.0
fierheid;;;;;1.0;1.0
tooi;;;;;1.0;1.0
uitheemsche;;;;;1.0;1.0
vlaemsche;;;;;1.0;1.0
verbastring;;;;;1.0;1.0
tiere;;;;;1.0;1.0
smaal;;;;;1.0;1.0
verbrijsde;;;;;1.0;1.0
dwang;;;;;1.0;1.0
bastaardrot;;;;;1.0;1.0
schuimbekte;;;;;1.0;1.0
vertrad;;;;;1.0;1.0
geeselroede;;;;;1.0;1.0
koen;;;;;1.0;1.0
adders;;;;;1.0;1.0
vuigen;;;;;1.0;1.0
zuiderlucht;;;;;1.0;1.0
lentelied;;;;;1.0;1.0
bloempjes;;;;;1.0;1.0
ontsluiten;;;;;1.0;1.0
lachjes;;;;;1.0;1.0
heide;;;;;1.0;1.0
veeknaap;;;;;1.0;1.0
verheffen;;;;;1.0;1.0
liederen;;;;;1.0;1.0
zwanger;;;;;1.0;1.0
gloeijenden;;;;;1.0;1.0
vure;;;;;1.0;1.0
loflied;;;;;1.0;1.0
tokkel;;;;;1.0;1.0
bloeitijd;;;;;1.0;1.0
bloempje;;;;;1.0;1.0
welriekend;;;;;1.0;1.0
lentedagen;;;;;1.0;1.0
koestrend;;;;;1.0;1.0
vliet;;;;;1.0;1.0
koon;;;;;1.0;1.0
spiegelt;;;;;1.0;1.0
kruidjes;;;;;1.0;1.0
ontspruiten;;;;;1.0;1.0
maagdlijke;;;;;1.0;1.0
perelt;;;;;1.0;1.0
kussend;;;;;1.0;1.0
aurora;;;;;1.0;1.0
verkwikkender;;;;;1.0;1.0
vogelen;;;;;1.0;1.0
viooltje;;;;;1.0;1.0
lammeren;;;;;1.0;1.0
hupplend;;;;;1.0;1.0
dooreen;;;;;1.0;1.0
onredelijk;;;;;1.0;1.0
juublend;;;;;1.0;1.0
getier;;;;;1.0;1.0
wettig;;;;;1.0;1.0
verachting;;;;;1.0;1.0
listge;;;;;1.0;1.0
muzijk;;;;;1.0;1.0
huilende;;;;;1.0;1.0
onweêrsbuijen;;;;;1.0;1.0
middagzon;;;;;1.0;1.0
windjen;;;;;1.0;1.0
zuijen;;;;;1.0;1.0
gesuis;;;;;1.0;1.0
voorgen;;;;;1.0;1.0
opruijen;;;;;1.0;1.0
verkoestren;;;;;1.0;1.0
ijver;;;;;1.0;1.0
lijdend;;;;;1.0;1.0
medelijdende;;;;;1.0;1.0
herder;;;;;1.0;1.0
arendswieken;;;;;1.0;1.0
voortgevlogen;;;;;1.0;1.0
somtijds;;;;;1.0;1.0
altaar;;;;;1.0;1.0
kunstbaan;;;;;1.0;1.0
hulde;;;;;1.0;1.0
uitgeschenen;;;;;1.0;1.0
sfeere;;;;;1.0;1.0
zeeg;;;;;1.0;1.0
vrinden;;;;;1.0;1.0
ondermaansch;;;;;1.0;1.0
englenliefde;;;;;1.0;1.0
januarius;;;;;1.0;1.0
onthulling;;;;;1.0;1.0
philip;;;;;1.0;1.0
ontbranden;;;;;1.0;1.0
voorhanden;;;;;1.0;1.0
bevlagd;;;;;1.0;1.0
festoen;;;;;1.0;1.0
rijkste;;;;;1.0;1.0
standen;;;;;1.0;1.0
stelper;;;;;1.0;1.0
voetspoor;;;;;1.0;1.0
dwingeland;;;;;1.0;1.0
hupsche;;;;;1.0;1.0
ner;;;;;1.0;1.0
primus;;;;;1.0;1.0
hoogeschool;;;;;1.0;1.0
groenend;;;;;1.0;1.0
lauwerloof;;;;;1.0;1.0
menestreel;;;;;1.0;1.0
bespeelde;;;;;1.0;1.0
vedel;;;;;1.0;1.0
nederduitsche;;;;;1.0;1.0
perk;;;;;1.0;1.0
rektor;;;;;1.0;1.0
tuil;;;;;1.0;1.0
bloemt;;;;;1.0;1.0
griekenland;;;;;1.0;1.0
hippocrates;;;;;1.0;1.0
verheev;;;;;1.0;1.0
treffend;;;;;1.0;1.0
vesalen;;;;;1.0;1.0
dierf;;;;;1.0;1.0
dra;;;;;1.0;1.0
belgie;;;;;1.0;1.0
kunstkroon;;;;;1.0;1.0
dichtervuur;;;;;1.0;1.0
ontvouwde;;;;;1.0;1.0
gebleken;;;;;1.0;1.0
eedler;;;;;1.0;1.0
grootscher;;;;;1.0;1.0
doorgrondde;;;;;1.0;1.0
heimwee;;;;;1.0;1.0
zielepijn;;;;;1.0;1.0
betrad;;;;;1.0;1.0
leuven;;;;;1.0;1.0
preêkgestoelt;;;;;1.0;1.0
bijgeloof;;;;;1.0;1.0
ijverzucht;;;;;1.0;1.0
dichtren;;;;;1.0;1.0
sieren;;;;;1.0;1.0
hervoren;;;;;1.0;1.0
oordeelsdag;;;;;1.0;1.0
bedroeft;;;;;1.0;1.0
luttel;;;;;1.0;1.0
boôm;;;;;1.0;1.0
schallen;;;;;1.0;1.0
glansend;;;;;1.0;1.0
heengedragen;;;;;1.0;1.0
vagen;;;;;1.0;1.0
wôu;;;;;1.0;1.0
kluisters;;;;;1.0;1.0
oòk;;;;;1.0;1.0
starrenbogen;;;;;1.0;1.0
zetelt;;;;;1.0;1.0
serafkooren;;;;;1.0;1.0
honigzoete;;;;;1.0;1.0
bazuin;;;;;1.0;1.0
heenen;;;;;1.0;1.0
lauwerkransen;;;;;1.0;1.0
blank;;;;;1.0;1.0
eertijds;;;;;1.0;1.0
schalde;;;;;1.0;1.0
bralde;;;;;1.0;1.0
landgetrouwe;;;;;1.0;1.0
burgerhelden;;;;;1.0;1.0
vlamen;;;;;1.0;1.0
breidels;;;;;1.0;1.0
gallen;;;;;1.0;1.0
eigne;;;;;1.0;1.0
kruipend;;;;;1.0;1.0
hooploos;;;;;1.0;1.0
verwaten;;;;;1.0;1.0
naadren;;;;;1.0;1.0
aldus;;;;;1.0;1.0
wieken;;;;;1.0;1.0
harp;;;;;1.0;1.0
allerhoogsten;;;;;1.0;1.0
kamper;;;;;1.0;1.0
strekken;;;;;1.0;1.0
offers;;;;;1.0;1.0
geslagt;;;;;1.0;1.0
volleks;;;;;1.0;1.0
brandd;;;;;1.0;1.0
manlijk;;;;;1.0;1.0
zwitsers;;;;;1.0;1.0
verdoemt;;;;;1.0;1.0
volksophitsers;;;;;1.0;1.0
zwanenzang;;;;;1.0;1.0
godentaal;;;;;1.0;1.0
dichterlijken;;;;;1.0;1.0
hy;;;;;1.0;1.0
floers;;;;;1.0;1.0
weggevloden;;;;;1.0;1.0
inglijden;;;;;1.0;1.0
oorlogshelden;;;;;1.0;1.0
volksverdrukkers;;;;;1.0;1.0
roê;;;;;1.0;1.0
prangen;;;;;1.0;1.0
bastaardij;;;;;1.0;1.0
toog;;;;;1.0;1.0
ontrukte;;;;;1.0;1.0
ruwheidskluister;;;;;1.0;1.0
heldenmoed;;;;;1.0;1.0
trilt;;;;;1.0;1.0
harmonij;;;;;1.0;1.0
brult;;;;;1.0;1.0
vervoerend;;;;;1.0;1.0
binnenst;;;;;1.0;1.0
zielontroerend;;;;;1.0;1.0
maalt;;;;;1.0;1.0
foltring;;;;;1.0;1.0
wrangste;;;;;1.0;1.0
frankerijk;;;;;1.0;1.0
nijvrig;;;;;1.0;1.0
bijron;;;;;1.0;1.0
slagzwaard;;;;;1.0;1.0
strijdbijl;;;;;1.0;1.0
groeningvliet;;;;;1.0;1.0
artois;;;;;1.0;1.0
plonzen;;;;;1.0;1.0
lelievlag;;;;;1.0;1.0
geroofd;;;;;1.0;1.0
welaan;;;;;1.0;1.0
kloeke;;;;;1.0;1.0
verwinnen;;;;;1.0;1.0
koningskroon;;;;;1.0;1.0
eêlste;;;;;1.0;1.0
beminne;;;;;1.0;1.0
verheffe;;;;;1.0;1.0
vlaanderland;;;;;1.0;1.0
onwrikbaar;;;;;1.0;1.0
leên;;;;;1.0;1.0
gloeit;;;;;1.0;1.0
blinken;;;;;1.0;1.0
verkropte;;;;;1.0;1.0
vredewijn;;;;;1.0;1.0
gelenigd;;;;;1.0;1.0
menigt;;;;;1.0;1.0
lieflijke;;;;;1.0;1.0
schoonen;;;;;1.0;1.0
schrede;;;;;1.0;1.0
slaglied;;;;;1.0;1.0
vranke;;;;;1.0;1.0
tegengaan;;;;;1.0;1.0
eereveld;;;;;1.0;1.0
tergen;;;;;1.0;1.0
laffen;;;;;1.0;1.0
krijgerskleed;;;;;1.0;1.0
aadren;;;;;1.0;1.0
vloeit;;;;;1.0;1.0
pal;;;;;1.0;1.0
stervende;;;;;1.0;1.0
grijsaard;;;;;1.0;1.0
matte;;;;;1.0;1.0
gestreên;;;;;1.0;1.0
dwangjuk;;;;;1.0;1.0
overladen;;;;;1.0;1.0
boozen;;;;;1.0;1.0
schimmig;;;;;1.0;1.0
goedgunstig;;;;;1.0;1.0
ouderlijke;;;;;1.0;1.0
zuiderlanden;;;;;1.0;1.0
gedwongene;;;;;1.0;1.0
heugt;;;;;1.0;1.0
geleên;;;;;1.0;1.0
oorlogskreet;;;;;1.0;1.0
mededoogen;;;;;1.0;1.0
afgod;;;;;1.0;1.0
vreugdig;;;;;1.0;1.0
ontmoedigd;;;;;1.0;1.0
versmaden;;;;;1.0;1.0
schaamteloos;;;;;1.0;1.0
benijen;;;;;1.0;1.0
sneeuwend;;;;;1.0;1.0
levensbaan;;;;;1.0;1.0
gestage;;;;;1.0;1.0
oorlogsvuur;;;;;1.0;1.0
bluschte;;;;;1.0;1.0
vorstenhoofd;;;;;1.0;1.0
dijnastijen;;;;;1.0;1.0
heugenis;;;;;1.0;1.0
sans;;;;;1.0;1.0
kulottenras;;;;;1.0;1.0
strijders;;;;;1.0;1.0
kampten;;;;;1.0;1.0
bevrijders;;;;;1.0;1.0
vergeeft;;;;;1.0;1.0
rinkinken;;;;;1.0;1.0
slotzang;;;;;1.0;1.0
zwitserland;;;;;1.0;1.0
neêrlandsch;;;;;1.0;1.0
verlichtingstar;;;;;1.0;1.0
heldervolle;;;;;1.0;1.0
klaarheid;;;;;1.0;1.0
ontwellen;;;;;1.0;1.0
zwellen;;;;;1.0;1.0
aria;;;;;1.0;1.0
statenband;;;;;1.0;1.0
gruwt;;;;;1.0;1.0
veracht;;;;;1.0;1.0
duivelsche;;;;;1.0;1.0
oorlogspeer;;;;;1.0;1.0
wenscht;;;;;1.0;1.0
watervloed;;;;;1.0;1.0
mêe;;;;;1.0;1.0
vuig;;;;;1.0;1.0
naarheid;;;;;1.0;1.0
doolt;;;;;1.0;1.0
dondren;;;;;1.0;1.0
ontrooven;;;;;1.0;1.0
waasschen;;;;;1.0;1.0
eedlen;;;;;1.0;1.0
verdooven;;;;;1.0;1.0
duurbare;;;;;1.0;1.0
ontklommen;;;;;1.0;1.0
pronkt;;;;;1.0;1.0
vorstendommen;;;;;1.0;1.0
begloord;;;;;1.0;1.0
hemels;;;;;1.0;1.0
oogstmaand;;;;;1.0;1.0
verbroedering;;;;;1.0;1.0
zangstuk;;;;;1.0;1.0
recitatief;;;;;1.0;1.0
grenspaal;;;;;1.0;1.0
verslond;;;;;1.0;1.0
gediert;;;;;1.0;1.0
smachtend;;;;;1.0;1.0
vredevocht;;;;;1.0;1.0
gevoederd;;;;;1.0;1.0
vervold;;;;;1.0;1.0
vergoot;;;;;1.0;1.0
vredewimpel;;;;;1.0;1.0
leit;;;;;1.0;1.0
vlammenbrakend;;;;;1.0;1.0
buskruiddonder;;;;;1.0;1.0
vredezangen;;;;;1.0;1.0
zamen;;;;;1.0;1.0
eendrachtigheid;;;;;1.0;1.0
vriendschapband;;;;;1.0;1.0
verwoedend;;;;;1.0;1.0
drukkig;;;;;1.0;1.0
grondwet;;;;;1.0;1.0
ontaard;;;;;1.0;1.0
bewondren;;;;;1.0;1.0
ontvang;;;;;1.0;1.0
liefdrijkheid;;;;;1.0;1.0
zaad;;;;;1.0;1.0
bevredigd;;;;;1.0;1.0
geheeld;;;;;1.0;1.0
vijandschap;;;;;1.0;1.0
geleiden;;;;;1.0;1.0
tegenklapp;;;;;1.0;1.0
vlechten;;;;;1.0;1.0
vredebanden;;;;;1.0;1.0
beëedigd;;;;;1.0;1.0
strooijen;;;;;1.0;1.0
beilings;;;;;1.0;1.0
vereenigen;;;;;1.0;1.0
broederband;;;;;1.0;1.0
elkandren;;;;;1.0;1.0
scheidt;;;;;1.0;1.0
volkren;;;;;1.0;1.0
schalt;;;;;1.0;1.0
vrijheidswimpel;;;;;1.0;1.0
