Palabra;Book 1;Book 2;Book 3;Book 4;Book 5;Suma Total
oproeijen;;;;;1.0;1.0
werelds;;;;;1.0;1.0
stoort;;;;;1.0;1.0
deugdzame;;;;;1.0;1.0
evenbeeld;;;;;1.0;1.0
levensdagen;;;;;1.0;1.0
zaalgen;;;;;1.0;1.0
manne;;;;;1.0;1.0
sophia;;;;;1.0;1.0
heugelijke;;;;;1.0;1.0
tempelwanden;;;;;1.0;1.0
zwoert;;;;;1.0;1.0
trouwverbond;;;;;1.0;1.0
stervling;;;;;1.0;1.0
listen;;;;;1.0;1.0
vrouwe;;;;;1.0;1.0
maatschappelijk;;;;;1.0;1.0
kwelle;;;;;1.0;1.0
huwlijksbaan;;;;;1.0;1.0
polidoor;;;;;1.0;1.0
geeste;;;;;1.0;1.0
sofia;;;;;1.0;1.0
zielsbetoovrend;;;;;1.0;1.0
deure;;;;;1.0;1.0
ontsloten;;;;;1.0;1.0
jawoord;;;;;1.0;1.0
ontvloten;;;;;1.0;1.0
gloort;;;;;1.0;1.0
gebeden;;;;;1.0;1.0
huwlijksheil;;;;;1.0;1.0
aangeglommen;;;;;1.0;1.0
sophie;;;;;1.0;1.0
uitverkoorne;;;;;1.0;1.0
jagend;;;;;1.0;1.0
praalgenuchte;;;;;1.0;1.0
wellust;;;;;1.0;1.0
feestlied;;;;;1.0;1.0
refrein;;;;;1.0;1.0
nen;;;;;1.0;1.0
lustig;;;;;1.0;1.0
lustige;;;;;1.0;1.0
snaken;;;;;1.0;1.0
vaantjen;;;;;1.0;1.0
waait;;;;;1.0;1.0
arrem;;;;;1.0;1.0
meisjen;;;;;1.0;1.0
zuiverst;;;;;1.0;1.0
heilzamer;;;;;1.0;1.0
hetzij;;;;;1.0;1.0
elkeen;;;;;1.0;1.0
kermisse;;;;;1.0;1.0
dient;;;;;1.0;1.0
verderf;;;;;1.0;1.0
stooren;;;;;1.0;1.0
aanbeden;;;;;1.0;1.0
hel;;;;;1.0;1.0
kermislied;;;;;1.0;1.0
wêer;;;;;1.0;1.0
akkoorden;;;;;1.0;1.0
bespringen;;;;;1.0;1.0
saâm;;;;;1.0;1.0
vereerd;;;;;1.0;1.0
omgekeerd;;;;;1.0;1.0
vriendenkring;;;;;1.0;1.0
make;;;;;1.0;1.0
forsche;;;;;1.0;1.0
weêrschallen;;;;;1.0;1.0
duizendtallen;;;;;1.0;1.0
hoezee;;;;;1.0;1.0
pintje;;;;;1.0;1.0
broederhand;;;;;1.0;1.0
ontbrandt;;;;;1.0;1.0
vaderlandersche;;;;;1.0;1.0
galme;;;;;1.0;1.0
baadde;;;;;1.0;1.0
gaaft;;;;;1.0;1.0
volmaak;;;;;1.0;1.0
omringen;;;;;1.0;1.0
roerend;;;;;1.0;1.0
lenteregen;;;;;1.0;1.0
dichterkooren;;;;;1.0;1.0
onrechtveerdiglijk;;;;;1.0;1.0
langgevierde;;;;;1.0;1.0
kwijnt;;;;;1.0;1.0
vliên;;;;;1.0;1.0
zwierge;;;;;1.0;1.0
vlokken;;;;;1.0;1.0
geweend;;;;;1.0;1.0
getreurd;;;;;1.0;1.0
opgebeurd;;;;;1.0;1.0
hartelijden;;;;;1.0;1.0
uitgedoofd;;;;;1.0;1.0
basterd;;;;;1.0;1.0
schimmental;;;;;1.0;1.0
dichterkringen;;;;;1.0;1.0
smeektet;;;;;1.0;1.0
huldbewijs;;;;;1.0;1.0
spat;;;;;1.0;1.0
lokren;;;;;1.0;1.0
trotschheid;;;;;1.0;1.0
ontvouwen;;;;;1.0;1.0
levensbloezem;;;;;1.0;1.0
gestrengeld;;;;;1.0;1.0
werkbestand;;;;;1.0;1.0
bakermat;;;;;1.0;1.0
levenslicht;;;;;1.0;1.0
kinderkusjens;;;;;1.0;1.0
volzalig;;;;;1.0;1.0
welkomlied;;;;;1.0;1.0
looden;;;;;1.0;1.0
schoudren;;;;;1.0;1.0
vaderlijke;;;;;1.0;1.0
roeme;;;;;1.0;1.0
bepereld;;;;;1.0;1.0
moederspraak;;;;;1.0;1.0
minnekijn;;;;;1.0;1.0
huldelied;;;;;1.0;1.0
rechtschapen;;;;;1.0;1.0
gelijkend;;;;;1.0;1.0
droomen;;;;;1.0;1.0
wanneere;;;;;1.0;1.0
overstroomd;;;;;1.0;1.0
vrouwlijke;;;;;1.0;1.0
deelt;;;;;1.0;1.0
haer;;;;;1.0;1.0
liefdelonken;;;;;1.0;1.0
heelt;;;;;1.0;1.0
streelt;;;;;1.0;1.0
smaekt;;;;;1.0;1.0
kniën;;;;;1.0;1.0
gezonken;;;;;1.0;1.0
toomen;;;;;1.0;1.0
ontembre;;;;;1.0;1.0
kleven;;;;;1.0;1.0
verbeeldingsrijk;;;;;1.0;1.0
mejuffer;;;;;1.0;1.0
huns;;;;;1.0;1.0
huwelijks;;;;;1.0;1.0
harpenaar;;;;;1.0;1.0
forsch;;;;;1.0;1.0
aangrijpende;;;;;1.0;1.0
mijmrend;;;;;1.0;1.0
kunstloos;;;;;1.0;1.0
ommezwerven;;;;;1.0;1.0
zieleleven;;;;;1.0;1.0
geene;;;;;1.0;1.0
prijk;;;;;1.0;1.0
vogeltje;;;;;1.0;1.0
wandlaars;;;;;1.0;1.0
voortrefflijk;;;;;1.0;1.0
domkop;;;;;1.0;1.0
uitgesteken;;;;;1.0;1.0
eden;;;;;1.0;1.0
ntzet;;;;;1.0;1.0
vinde;;;;;1.0;1.0
vagevuur;;;;;1.0;1.0
gedenk;;;;;1.0;1.0
naken;;;;;1.0;1.0
sinaai;;;;;1.0;1.0
waele;;;;;1.0;1.0
geïdentificeerd;;;;;1.0;1.0
polydore;;;;;1.0;1.0
brouwerij;;;;;1.0;1.0
brouwer;;;;;1.0;1.0
naamgenoot;;;;;1.0;1.0
prosper;;;;;1.0;1.0
mérimée;;;;;1.0;1.0
zwijger;;;;;1.0;1.0
zieltjen;;;;;1.0;1.0
fladdrend;;;;;1.0;1.0
balthazar;;;;;1.0;1.0
stroomend;;;;;1.0;1.0
getart;;;;;1.0;1.0
bronne;;;;;1.0;1.0
glansrijker;;;;;1.0;1.0
zonne;;;;;1.0;1.0
aanschijn;;;;;1.0;1.0
hemelschen;;;;;1.0;1.0
most;;;;;1.0;1.0
geestig;;;;;1.0;1.0
draaijende;;;;;1.0;1.0
weemlen;;;;;1.0;1.0
gezang;;;;;1.0;1.0
oppertroon;;;;;1.0;1.0
fladdert;;;;;1.0;1.0
heemlen;;;;;1.0;1.0
weenen;;;;;1.0;1.0
delft;;;;;1.0;1.0
geeraard;;;;;1.0;1.0
edelman;;;;;1.0;1.0
tome;;;;;1.0;1.0
alhoewel;;;;;1.0;1.0
gent;;;;;1.0;1.0
aldaar;;;;;1.0;1.0
koninglijk;;;;;1.0;1.0
atheneum;;;;;1.0;1.0
niettegenstaande;;;;;1.0;1.0
plundering;;;;;1.0;1.0
verhale;;;;;1.0;1.0
volks;;;;;1.0;1.0
legende;;;;;1.0;1.0
aanspraak;;;;;1.0;1.0
frescoschilders;;;;;1.0;1.0
wederkomst;;;;;1.0;1.0
krijgsdienst;;;;;1.0;1.0
conform;;;;;1.0;1.0
volksoverlevering;;;;;1.0;1.0
gand;;;;;1.0;1.0
hertog;;;;;1.0;1.0
ville;;;;;1.0;1.0
schrikbewind;;;;;1.0;1.0
jare;;;;;1.0;1.0
boudewijn;;;;;1.0;1.0
constantinopolen;;;;;1.0;1.0
gesticht;;;;;1.0;1.0
genoemde;;;;;1.0;1.0
oproerlingen;;;;;1.0;1.0
geslecht;;;;;1.0;1.0
huidigen;;;;;1.0;1.0
dage;;;;;1.0;1.0
grondgebied;;;;;1.0;1.0
aantreffen;;;;;1.0;1.0
verzend;;;;;1.0;1.0
mémoires;;;;;1.0;1.0
sur;;;;;1.0;1.0
rampspoeds;;;;;1.0;1.0
ondraaglijke;;;;;1.0;1.0
feesten;;;;;1.0;1.0
priester;;;;;1.0;1.0
tempelkoor;;;;;1.0;1.0
treurgezang;;;;;1.0;1.0
kristendom;;;;;1.0;1.0
vertreurt;;;;;1.0;1.0
wassenlicht;;;;;1.0;1.0
duurbre;;;;;1.0;1.0
duurbren;;;;;1.0;1.0
ontvlogen;;;;;1.0;1.0
onttogen;;;;;1.0;1.0
biên;;;;;1.0;1.0
vestte;;;;;1.0;1.0
laas;;;;;1.0;1.0
leste;;;;;1.0;1.0
bittren;;;;;1.0;1.0
geneugt;;;;;1.0;1.0
psalmen;;;;;1.0;1.0
kerkgebouw;;;;;1.0;1.0
hemelkoor;;;;;1.0;1.0
bleeken;;;;;1.0;1.0
kijkglas;;;;;1.0;1.0
gril;;;;;1.0;1.0
verachten;;;;;1.0;1.0
verhoort;;;;;1.0;1.0
zwarter;;;;;1.0;1.0
veilger;;;;;1.0;1.0
doffe;;;;;1.0;1.0
doodsklok;;;;;1.0;1.0
doodsch;;;;;1.0;1.0
rouwgen;;;;;1.0;1.0
bedieden;;;;;1.0;1.0
lieden;;;;;1.0;1.0
rouwdoodbaar;;;;;1.0;1.0
weemoedvol;;;;;1.0;1.0
waslicht;;;;;1.0;1.0
geurgen;;;;;1.0;1.0
lentetijd;;;;;1.0;1.0
herdenkt;;;;;1.0;1.0
hewel;;;;;1.0;1.0
hardste;;;;;1.0;1.0
doorbooren;;;;;1.0;1.0
hijgende;;;;;1.0;1.0
zondaars;;;;;1.0;1.0
heilgt;;;;;1.0;1.0
regtvaardigt;;;;;1.0;1.0
beets;;;;;1.0;1.0
schimmen;;;;;1.0;1.0
len;;;;;1.0;1.0
hemelenschaar;;;;;1.0;1.0
vreugdegezangen;;;;;1.0;1.0
ruisschen;;;;;1.0;1.0
dwarlende;;;;;1.0;1.0
hemelsche;;;;;1.0;1.0
gloor;;;;;1.0;1.0
klaaggeluid;;;;;1.0;1.0
zusters;;;;;1.0;1.0
uwer;;;;;1.0;1.0
aardrijks;;;;;1.0;1.0
verdord;;;;;1.0;1.0
schittrend;;;;;1.0;1.0
heur;;;;;1.0;1.0
versche;;;;;1.0;1.0
zachten;;;;;1.0;1.0
kristne;;;;;1.0;1.0
gunstgenot;;;;;1.0;1.0
gebeên;;;;;1.0;1.0
beleeft;;;;;1.0;1.0
ziele;;;;;1.0;1.0
ijselijkste;;;;;1.0;1.0
treuriglijk;;;;;1.0;1.0
vertroosting;;;;;1.0;1.0
gedenkt;;;;;1.0;1.0
aengevat;;;;;1.0;1.0
manhaftig;;;;;1.0;1.0
durmestad;;;;;1.0;1.0
geschreid;;;;;1.0;1.0
plettrend;;;;;1.0;1.0
smijt;;;;;1.0;1.0
ontrukt;;;;;1.0;1.0
versmolt;;;;;1.0;1.0
stamerde;;;;;1.0;1.0
ondertusschen;;;;;1.0;1.0
gy;;;;;1.0;1.0
versmoord;;;;;1.0;1.0
levenstijde;;;;;1.0;1.0
versmeltend;;;;;1.0;1.0
geestesvormen;;;;;1.0;1.0
eeuwigdurend;;;;;1.0;1.0
weezen;;;;;1.0;1.0
wolkentroon;;;;;1.0;1.0
weezenstem;;;;;1.0;1.0
rechterroede;;;;;1.0;1.0
marmerkilte;;;;;1.0;1.0
grijzen;;;;;1.0;1.0
geknield;;;;;1.0;1.0
bekoorden;;;;;1.0;1.0
schenk;;;;;1.0;1.0
soetens;;;;;1.0;1.0
troostzang;;;;;1.0;1.0
rouwzang;;;;;1.0;1.0
maren;;;;;1.0;1.0
rouwtrompet;;;;;1.0;1.0
mogten;;;;;1.0;1.0
levensbloeme;;;;;1.0;1.0
toegeloken;;;;;1.0;1.0
snerpend;;;;;1.0;1.0
staroogend;;;;;1.0;1.0
spond;;;;;1.0;1.0
zielewond;;;;;1.0;1.0
plechtge;;;;;1.0;1.0
job;;;;;1.0;1.0
vrome;;;;;1.0;1.0
getuigend;;;;;1.0;1.0
mildelijk;;;;;1.0;1.0
heerlijkst;;;;;1.0;1.0
torentin;;;;;1.0;1.0
onafmeetbre;;;;;1.0;1.0
landouwen;;;;;1.0;1.0
gevogelt;;;;;1.0;1.0
schaatrend;;;;;1.0;1.0
vrolijkheid;;;;;1.0;1.0
bezuren;;;;;1.0;1.0
verzwond;;;;;1.0;1.0
pronktet;;;;;1.0;1.0
gen;;;;;1.0;1.0
geënd;;;;;1.0;1.0
leering;;;;;1.0;1.0
kalvijnen;;;;;1.0;1.0
verpesten;;;;;1.0;1.0
daàr;;;;;1.0;1.0
baudewijn;;;;;1.0;1.0
neêrgestort;;;;;1.0;1.0
ingezonken;;;;;1.0;1.0
wreedste;;;;;1.0;1.0
dankende;;;;;1.0;1.0
grieft;;;;;1.0;1.0
baat;;;;;1.0;1.0
nutloos;;;;;1.0;1.0
gereten;;;;;1.0;1.0
allengs;;;;;1.0;1.0
verscheijen;;;;;1.0;1.0
hemelreijen;;;;;1.0;1.0
vergruisde;;;;;1.0;1.0
puinen;;;;;1.0;1.0
reiziger;;;;;1.0;1.0
sombre;;;;;1.0;1.0
pronkte;;;;;1.0;1.0
kolk;;;;;1.0;1.0
tijranij;;;;;1.0;1.0
valschheid;;;;;1.0;1.0
logen;;;;;1.0;1.0
koziuscko;;;;;1.0;1.0
hemelvleuglen;;;;;1.0;1.0
lotbestemming;;;;;1.0;1.0
neêrstiet;;;;;1.0;1.0
vaderlander;;;;;1.0;1.0
waarlijk;;;;;1.0;1.0
hemelbaan;;;;;1.0;1.0
glimmend;;;;;1.0;1.0
nederstrijken;;;;;1.0;1.0
wreeder;;;;;1.0;1.0
beukte;;;;;1.0;1.0
knot;;;;;1.0;1.0
beziele;;;;;1.0;1.0
doove;;;;;1.0;1.0
vereêlde;;;;;1.0;1.0
polak;;;;;1.0;1.0
donzen;;;;;1.0;1.0
beteuglen;;;;;1.0;1.0
steunende;;;;;1.0;1.0
drift;;;;;1.0;1.0
vreugdgezang;;;;;1.0;1.0
dankgebed;;;;;1.0;1.0
aangeboôn;;;;;1.0;1.0
gestreken;;;;;1.0;1.0
spits;;;;;1.0;1.0
lafaards;;;;;1.0;1.0
geweken;;;;;1.0;1.0
onbezweken;;;;;1.0;1.0
strijdgezang;;;;;1.0;1.0
standaardwappren;;;;;1.0;1.0
weêrstaat;;;;;1.0;1.0
noordergier;;;;;1.0;1.0
siberie;;;;;1.0;1.0
zweepgeklets;;;;;1.0;1.0
vloekgetier;;;;;1.0;1.0
neêrkniele;;;;;1.0;1.0
walgen;;;;;1.0;1.0
oprichter;;;;;1.0;1.0
galgen;;;;;1.0;1.0
verjongden;;;;;1.0;1.0
aanschouwt;;;;;1.0;1.0
vrijheidszon;;;;;1.0;1.0
trans;;;;;1.0;1.0
strijdt;;;;;1.0;1.0
onverzwakten;;;;;1.0;1.0
standers;;;;;1.0;1.0
heldenstoet;;;;;1.0;1.0
martelaren;;;;;1.0;1.0
ontvaren;;;;;1.0;1.0
biddend;;;;;1.0;1.0
vrijdom;;;;;1.0;1.0
haatlijk;;;;;1.0;1.0
poogen;;;;;1.0;1.0
heerschappij;;;;;1.0;1.0
luchtruim;;;;;1.0;1.0
gloorde;;;;;1.0;1.0
doorstond;;;;;1.0;1.0
vleide;;;;;1.0;1.0
geofferd;;;;;1.0;1.0
mourawieff;;;;;1.0;1.0
kommer;;;;;1.0;1.0
bajonetten;;;;;1.0;1.0
lommer;;;;;1.0;1.0
verbeidde;;;;;1.0;1.0
aardeling;;;;;1.0;1.0
wederwon;;;;;1.0;1.0
wikt;;;;;1.0;1.0
onnoozel;;;;;1.0;1.0
knaging;;;;;1.0;1.0
ingewand;;;;;1.0;1.0
doorscheuren;;;;;1.0;1.0
gewetensband;;;;;1.0;1.0
roomschgetrouwen;;;;;1.0;1.0
houên;;;;;1.0;1.0
nassau;;;;;1.0;1.0
vruchtbre;;;;;1.0;1.0
onzachtbren;;;;;1.0;1.0
nederzijg;;;;;1.0;1.0
bukken;;;;;1.0;1.0
lusthof;;;;;1.0;1.0
tarweveld;;;;;1.0;1.0
arbeids;;;;;1.0;1.0
welverdienden;;;;;1.0;1.0
voorspelt;;;;;1.0;1.0
gezwoeg;;;;;1.0;1.0
verleent;;;;;1.0;1.0
maaijing;;;;;1.0;1.0
vreugdgetier;;;;;1.0;1.0
ongelijkbaar;;;;;1.0;1.0
heeten;;;;;1.0;1.0
zonnegloed;;;;;1.0;1.0
verpletterenden;;;;;1.0;1.0
schitterenden;;;;;1.0;1.0
heilzon;;;;;1.0;1.0
looverkroon;;;;;1.0;1.0
weleer;;;;;1.0;1.0
neêrgezonken;;;;;1.0;1.0
onmeêdoogend;;;;;1.0;1.0
neêrgefnuikt;;;;;1.0;1.0
vorstlijk;;;;;1.0;1.0
lusthuis;;;;;1.0;1.0
stondt;;;;;1.0;1.0
wreedlijk;;;;;1.0;1.0
baudwijn;;;;;1.0;1.0
treurger;;;;;1.0;1.0
heldenbloed;;;;;1.0;1.0
rechtvaardig;;;;;1.0;1.0
bemerken;;;;;1.0;1.0
ijlings;;;;;1.0;1.0
beschoren;;;;;1.0;1.0
logge;;;;;1.0;1.0
schure;;;;;1.0;1.0
kronkelende;;;;;1.0;1.0
vloedje;;;;;1.0;1.0
swerts;;;;;1.0;1.0
naer;;;;;1.0;1.0
durme;;;;;1.0;1.0
spieglen;;;;;1.0;1.0
bootjes;;;;;1.0;1.0
wieglen;;;;;1.0;1.0
murmlend;;;;;1.0;1.0
dartlen;;;;;1.0;1.0
verzuchten;;;;;1.0;1.0
riet;;;;;1.0;1.0
klinkend;;;;;1.0;1.0
vreugdelied;;;;;1.0;1.0
oord;;;;;1.0;1.0
uitwallemende;;;;;1.0;1.0
torenschouwen;;;;;1.0;1.0
guffens;;;;;1.0;1.0
uitblinkend;;;;;1.0;1.0
kunstjuweelen;;;;;1.0;1.0
norsche;;;;;1.0;1.0
henenleidt;;;;;1.0;1.0
bloosje;;;;;1.0;1.0
boekweit;;;;;1.0;1.0
haver;;;;;1.0;1.0
opschietend;;;;;1.0;1.0
beploegde;;;;;1.0;1.0
onbezwalkten;;;;;1.0;1.0
tafreelen;;;;;1.0;1.0
optredend;;;;;1.0;1.0
leliebloem;;;;;1.0;1.0
ontglijdt;;;;;1.0;1.0
reizer;;;;;1.0;1.0
trotschen;;;;;1.0;1.0
aanschouw;;;;;1.0;1.0
brokklig;;;;;1.0;1.0
ontmijden;;;;;1.0;1.0
kastiljaansche;;;;;1.0;1.0
schimme;;;;;1.0;1.0
tijgers;;;;;1.0;1.0
vergrooten;;;;;1.0;1.0
onschuldiglijk;;;;;1.0;1.0
medecijn;;;;;1.0;1.0
haarlems;;;;;1.0;1.0
vesten;;;;;1.0;1.0
beulen;;;;;1.0;1.0
oproervlam;;;;;1.0;1.0
pijnbank;;;;;1.0;1.0
lijders;;;;;1.0;1.0
ontkwam;;;;;1.0;1.0
spanjaards;;;;;1.0;1.0
heerschappije;;;;;1.0;1.0
tijrannije;;;;;1.0;1.0
moordt;;;;;1.0;1.0
onverbasterde;;;;;1.0;1.0
afgeknot;;;;;1.0;1.0
verhieft;;;;;1.0;1.0
nêer;;;;;1.0;1.0
handvol;;;;;1.0;1.0
staatsche;;;;;1.0;1.0
driekleur;;;;;1.0;1.0
wappren;;;;;1.0;1.0
bataafschen;;;;;1.0;1.0
troonzuil;;;;;1.0;1.0
geboet;;;;;1.0;1.0
kloosterwanden;;;;;1.0;1.0
wraakzucht;;;;;1.0;1.0
hoogsten;;;;;1.0;1.0
moordschavotten;;;;;1.0;1.0
knotten;;;;;1.0;1.0
voortgekomen;;;;;1.0;1.0
misnoegden;;;;;1.0;1.0
egmont;;;;;1.0;1.0
dijken;;;;;1.0;1.0
verminkte;;;;;1.0;1.0
broederlijken;;;;;1.0;1.0
droevig;;;;;1.0;1.0
drempel;;;;;1.0;1.0
toegewijden;;;;;1.0;1.0
steent;;;;;1.0;1.0
bidden;;;;;1.0;1.0
altare;;;;;1.0;1.0
heiligschenden;;;;;1.0;1.0
tuk;;;;;1.0;1.0
moordnaarscharen;;;;;1.0;1.0
abt;;;;;1.0;1.0
gilt;;;;;1.0;1.0
spade;;;;;1.0;1.0
besprengelt;;;;;1.0;1.0
éenen;;;;;1.0;1.0
duistre;;;;;1.0;1.0
laaije;;;;;1.0;1.0
marmren;;;;;1.0;1.0
overschrijdt;;;;;1.0;1.0
gieren;;;;;1.0;1.0
wederwraak;;;;;1.0;1.0
twijflend;;;;;1.0;1.0
drenken;;;;;1.0;1.0
spanjaard;;;;;1.0;1.0
tooneelen;;;;;1.0;1.0
bloedtafreelen;;;;;1.0;1.0
hunkerend;;;;;1.0;1.0
onheils;;;;;1.0;1.0
horde;;;;;1.0;1.0
woelge;;;;;1.0;1.0
voortgezweepte;;;;;1.0;1.0
baren;;;;;1.0;1.0
nadert;;;;;1.0;1.0
afgrijslijk;;;;;1.0;1.0
ontvlamde;;;;;1.0;1.0
slavenboeijen;;;;;1.0;1.0
roede;;;;;1.0;1.0
suez;;;;1.0;0.0;1.0
fladderenden;;;;1.0;0.0;1.0
fladderden;;;;1.0;0.0;1.0
sluiers;;;;1.0;0.0;1.0
droomerige;;;;1.0;0.0;1.0
danseressen;;;;1.0;0.0;1.0
slingerden;;;;1.0;0.0;1.0
scheidden;;;;1.0;0.0;1.0
slingeringen;;;;1.0;0.0;1.0
zweefden;;;;1.0;0.0;1.0
krans;;;;1.0;0.0;1.0
dankbetuigingen;;;;1.0;0.0;1.0
zeilt;;;;1.0;0.0;1.0
liefderijk;;;;1.0;0.0;1.0
bejegend;;;;1.0;0.0;1.0
zeetocht;;;;1.0;0.0;1.0
overbracht;;;;1.0;0.0;1.0
lichtrood;;;;1.0;0.0;1.0
opgeschort;;;;1.0;0.0;1.0
uitbrak;;;;1.0;0.0;1.0
aanvoerster;;;;1.0;0.0;1.0
omging;;;;1.0;0.0;1.0
faust;;;;1.0;0.0;1.0
edelen;;;;1.0;0.0;1.0
menelaus;;;;1.0;0.0;1.0
agamemnon;;;;1.0;0.0;1.0
dapperen;;;;1.0;0.0;1.0
achilles;;;;1.0;0.0;1.0
alexander;;;;1.0;0.0;1.0
cesar;;;;1.0;0.0;1.0
pompejus;;;;1.0;0.0;1.0
theodorik;;;;1.0;0.0;1.0
proefneming;;;;1.0;0.0;1.0
blauwachtig;;;;1.0;0.0;1.0
slingerpaden;;;;1.0;0.0;1.0
bergwand;;;;1.0;0.0;1.0
wereldzee;;;;1.0;0.0;1.0
terugreis;;;;1.0;0.0;1.0
besprak;;;;1.0;0.0;1.0
aanhouding;;;;1.0;0.0;1.0
begeleiden;;;;1.0;0.0;1.0
insgelijks;;;;1.0;0.0;1.0
ruiters;;;;1.0;0.0;1.0
dagmarsch;;;;1.0;0.0;1.0
vooruitgezonden;;;;1.0;0.0;1.0
adjudant;;;;1.0;0.0;1.0
aziatische;;;;1.0;0.0;1.0
languit;;;;1.0;0.0;1.0
bestrijding;;;;1.0;0.0;1.0
uitgaven;;;;1.0;0.0;1.0
liefhebberij;;;;1.0;0.0;1.0
eerewacht;;;;1.0;0.0;1.0
glanguenstala;;;;1.0;0.0;1.0
oorlogs;;;;1.0;0.0;1.0
handelshaven;;;;1.0;0.0;1.0
inhield;;;;1.0;0.0;1.0
langverbeide;;;;1.0;0.0;1.0
linkerzijde;;;;1.0;0.0;1.0
bemiddeling;;;;1.0;0.0;1.0
rotsige;;;;1.0;0.0;1.0
clumegnig;;;;1.0;0.0;1.0
geseind;;;;1.0;0.0;1.0
stuurden;;;;1.0;0.0;1.0
nieuwtje;;;;1.0;0.0;1.0
beambten;;;;1.0;0.0;1.0
nationaliteit;;;;1.0;0.0;1.0
verzwijgen;;;;1.0;0.0;1.0
stilzwijgend;;;;1.0;0.0;1.0
aangehoord;;;;1.0;0.0;1.0
nadere;;;;1.0;0.0;1.0
ontvluchting;;;;1.0;0.0;1.0
zindelijke;;;;1.0;0.0;1.0
geoorloofd;;;;1.0;0.0;1.0
voorkomende;;;;1.0;0.0;1.0
bijzonderen;;;;1.0;0.0;1.0
onbeleefd;;;;1.0;0.0;1.0
uitvlucht;;;;1.0;0.0;1.0
grensde;;;;1.0;0.0;1.0
zuidoostelijk;;;;1.0;0.0;1.0
bekwamen;;;;1.0;0.0;1.0
muilezels;;;;1.0;0.0;1.0
medegaf;;;;1.0;0.0;1.0
vriendelijken;;;;1.0;0.0;1.0
gastvrij;;;;1.0;0.0;1.0
leedwezen;;;;1.0;0.0;1.0
zeiljacht;;;;1.0;0.0;1.0
prettigen;;;;1.0;0.0;1.0
tochtgenooten;;;;1.0;0.0;1.0
landingplaats;;;;1.0;0.0;1.0
zijwaarts;;;;1.0;0.0;1.0
eikenboomen;;;;1.0;0.0;1.0
opsteeg;;;;1.0;0.0;1.0
binnentredenden;;;;1.0;0.0;1.0
handelsverkeer;;;;1.0;0.0;1.0
eenvoudigste;;;;1.0;0.0;1.0
griezelig;;;;1.0;0.0;1.0
wetenswaardig;;;;1.0;0.0;1.0
antieken;;;;1.0;0.0;1.0
klaterende;;;;1.0;0.0;1.0
fonteinen;;;;1.0;0.0;1.0
wandelwegen;;;;1.0;0.0;1.0
loof;;;;1.0;0.0;1.0
boschaadjes;;;;1.0;0.0;1.0
vijvers;;;;1.0;0.0;1.0
feeënpaleis;;;;1.0;0.0;1.0
heerlijkste;;;;1.0;0.0;1.0
weetgierigen;;;;1.0;0.0;1.0
velerlei;;;;1.0;0.0;1.0
ambtsbezigheden;;;;1.0;0.0;1.0
verzamelingen;;;;1.0;0.0;1.0
musea;;;;1.0;0.0;1.0
beziens;;;;1.0;0.0;1.0
gewelfde;;;;1.0;0.0;1.0
wachters;;;;1.0;0.0;1.0
ouderwetsche;;;;1.0;0.0;1.0
belegd;;;;1.0;0.0;1.0
overeenstemming;;;;1.0;0.0;1.0
kostbaarheid;;;;1.0;0.0;1.0
rilde;;;;1.0;0.0;1.0
lievelings;;;;1.0;0.0;1.0
verschen;;;;1.0;0.0;1.0
boveneinde;;;;1.0;0.0;1.0
sappige;;;;1.0;0.0;1.0
kersen;;;;1.0;0.0;1.0
aardbeien;;;;1.0;0.0;1.0
wondermooie;;;;1.0;0.0;1.0
druiven;;;;1.0;0.0;1.0
bananen;;;;1.0;0.0;1.0
dienenden;;;;1.0;0.0;1.0
geprezen;;;;1.0;0.0;1.0
voortreffelijkheid;;;;1.0;0.0;1.0
versierden;;;;1.0;0.0;1.0
wijnkannen;;;;1.0;0.0;1.0
couvert;;;;1.0;0.0;1.0
spookgestalten;;;;1.0;0.0;1.0
fluweelen;;;;1.0;0.0;1.0
goudborduursel;;;;1.0;0.0;1.0
bloemslingers;;;;1.0;0.0;1.0
deftige;;;;1.0;0.0;1.0
helderverlichte;;;;1.0;0.0;1.0
algemeenen;;;;1.0;0.0;1.0
tooverkunst;;;;1.0;0.0;1.0
zuiverste;;;;1.0;0.0;1.0
bijgewoond;;;;1.0;0.0;1.0
spookachtige;;;;1.0;0.0;1.0
toegeluisterd;;;;1.0;0.0;1.0
dineeren;;;;1.0;0.0;1.0
vleugeldeuren;;;;1.0;0.0;1.0
tafelgerei;;;;1.0;0.0;1.0
noordoostkust;;;;1.0;0.0;1.0
keizerrijk;;;;1.0;0.0;1.0
overlegd;;;;1.0;0.0;1.0
voortzette;;;;1.0;0.0;1.0
geloot;;;;1.0;0.0;1.0
gesmeekt;;;;1.0;0.0;1.0
voorbereiden;;;;1.0;0.0;1.0
opgevischt;;;;1.0;0.0;1.0
anna;;;;1.0;0.0;1.0
smedley;;;;1.0;0.0;1.0
levensredder;;;;1.0;0.0;1.0
toegedaan;;;;1.0;0.0;1.0
elmsvuur;;;;1.0;0.0;1.0
teisteren;;;;1.0;0.0;1.0
zuidwestenwind;;;;1.0;0.0;1.0
bekender;;;;1.0;0.0;1.0
omtrekken;;;;1.0;0.0;1.0
rotsgebergte;;;;1.0;0.0;1.0
rotskloven;;;;1.0;0.0;1.0
beklagenswaardigen;;;;1.0;0.0;1.0
