Palabra;Categoría Gramatical;Oxford3000;Oxford5000;Voc;aGameOfThrones;aClashOfKings.1;aSTormOfSwords;Hp1;Hp2;Hp3;Hp4;Hp5;Hp6;Hp7;NameOfTheWind;theSlowRegardOfSilentThings;Pride and prejudice;Suma Total
idolized;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
sidle;;;;;0.0;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
axminster;;;;;0.0;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
deploy;verb;-1;c1;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
hoy;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
dentist;noun;a2;a2;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
campsites;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
gloss;;;;;0.0;;;;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
mhenka;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
inebriated;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
sniffily;;;;;0.0;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
conducting;;;;;0.0;;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
licensed;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
wools;;;;;2.0;;;;;;;;;;;;;2.0
shaming;;;;;2.0;;;;;;;;;;;;;2.0
alloy;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
imperious;;;;;0.0;;;;;;;;;1.0;1.0;0.0;0.0;2.0
nez;;;;;0.0;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
masterpiece;;;;;0.0;;;;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
bedridden;;;;;2.0;;;;;;;;;;;;;2.0
masterful;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
embargo;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
convened;;;;;2.0;;;;;;;;;;;;;2.0
midthigh;;;;;2.0;;;;;;;;;;;;;2.0
distribute;verb;b2;b2;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0
eenglish;;;;;0.0;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
browned;;;;;2.0;;;;;;;;;;;;;2.0
stunts;;;;;0.0;;;;;;;;;1.0;1.0;0.0;0.0;2.0
divert;verb;-1;c1;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0
shieldwall;;;;;2.0;;;;;;;;;;;;;2.0
mortally;;;;;0.0;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
plumbers;;;;;0.0;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
wheeeeeeeeee;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
depression;noun;-1;b2;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
disorder;noun;-1;b2;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
capes;;;;;1.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
tweezers;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
grandbastards;;;;;2.0;;;;;;;;;;;;;2.0
salads;;;;;2.0;;;;;;;;;;;;;2.0
performs;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
wrangled;;;;;0.0;;;;;;;;;1.0;0.0;1.0;0.0;2.0
nots;;;;;2.0;;;;;;;;;;;;;2.0
matte;;;;;0.0;;;;;;;;;1.0;1.0;0.0;0.0;2.0
sneeringly;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
whitehaired;;;;;2.0;;;;;;;;;;;;;2.0
juices;;;;;2.0;;;;;;;;;;;;;2.0
abnormality;;;;;0.0;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
rhinoceros;;;;;0.0;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
anpauen;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
rustcolored;;;;;2.0;;;;;;;;;;;;;2.0
smokeberry;;;;;2.0;;;;;;;;;;;;;2.0
bareback;;;;;2.0;;;;;;;;;;;;;2.0
soares;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
unanswerable;;;;;0.0;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
rapturously;;;;;0.0;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
missy;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
manuela;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
roah;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
octave;;;;;0.0;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
solvent;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
creaks;;;;;1.0;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
frill;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
hew;;;;;2.0;;;;;;;;;;;;;2.0
dictate;verb;-1;c1;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0
dialogue;noun;a1;a1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0
headlines;;;;;0.0;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
division;noun;b2;b2;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
witkins;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
oilstone;;;;;2.0;;;;;;;;;;;;;2.0
quib;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
crowing;;;;;0.0;;;;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
rockfall;;;;;0.0;;;;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
pinkish;;;;;0.0;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
commoner;;;;;2.0;;;;;;;;;;;;;2.0
workplace;noun;-1;b2;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
informative;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
prising;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
disgustedly;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
numerals;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
reunion;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
semicircle;;;;;1.0;;;;;;;;;1.0;0.0;0.0;0.0;2.0
succor;;;;;2.0;;;;;;;;;;;;;2.0
treya;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
vacate;;;;;0.0;;;;;;;;;1.0;1.0;0.0;0.0;2.0
discordant;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
confinement;;;;;0.0;;;;;;;;;1.0;0.0;0.0;1.0;2.0
dilemma;noun;-1;c1;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
foreigner;noun;-1;c1;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0
scribing;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
discomforted;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
unbuttoned;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
maneuvered;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
valentines;;;;;0.0;;;;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
successes;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
quorin;;;;;2.0;;;;;;;;;;;;;2.0
orrison;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
postal;;;;;0.0;;;;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
gloop;;;;;0.0;;;;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
tigers;;;;;2.0;;;;;;;;;;;;;2.0
fractures;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
pretence;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
disinterestedly;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
outstripped;;;;;0.0;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
shorthanded;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
whitey;;;;;2.0;;;;;;;;;;;;;2.0
catcher;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
disclose;verb;-1;c1;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
pruned;;;;;0.0;;;;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
advertisements;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
gloated;;;;;0.0;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
beaked;;;;;1.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
edgily;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
hangover;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
recommenced;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
thistledown;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
crests;;;;;2.0;;;;;;;;;;;;;2.0
midges;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
dia;;;;;0.0;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
sorefoot;;;;;2.0;;;;;;;;;;;;;2.0
constrained;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
dishwasher;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
dirtier;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
stomp;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
bryt;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
aroi;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
suffused;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
forecast;noun;-1;b2;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
cathedrals;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
warrens;;;;;2.0;;;;;;;;;;;;;2.0
eha;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
wagoneers;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
drunks;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
homespun;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
antausa;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
rented;;;;;0.0;;;;;;;;;1.0;1.0;0.0;0.0;2.0
mindedly;;;;;0.0;;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
godwyn;;;;;2.0;;;;;;;;;;;;;2.0
riskier;;;;;0.0;;;;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
ferrets;;;;;0.0;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
neon;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
vauxhall;;;;;0.0;;;;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
sidestroke;;;;;2.0;;;;;;;;;;;;;2.0
craves;;;;;2.0;;;;;;;;;;;;;2.0
staccato;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
constellation;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
remounted;;;;;2.0;;;;;;;;;;;;;2.0
leeward;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
district;noun;b2;b2;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
morality;noun;-1;c1;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0
virtues;;;;;1.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
lacillium;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
frightenin;;;;;0.0;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
anatomy;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
claimants;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
bathes;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
domeric;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
sciences;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
singeing;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
constructive;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
imprecise;;;;;0.0;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
pastime;;;;;0.0;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
cosmetics;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
mutiny;;;;;0.0;;;;;;;;;1.0;1.0;0.0;0.0;2.0
shelled;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0
raze;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
languish;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
foreheads;;;;;0.0;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
hotels;;;;;0.0;;;;;;;;;1.0;0.0;0.0;1.0;2.0
capons;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
pretenses;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
chemist;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
confidentially;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
flocking;;;;;1.0;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
exaggerate;verb;-1;c1;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0
devilry;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
inexpressibly;;;;;0.0;;;;;;;;;1.0;0.0;0.0;1.0;2.0
clods;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
vintic;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
sub;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
donella;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
espite;;;;;0.0;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
severing;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
ectors;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
pining;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
slapstick;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
fallacy;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
gamesman;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
avenue;;;;;0.0;;;;;;;;;1.0;0.0;0.0;1.0;2.0
supplicants;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
attachments;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
gambled;;;;;1.0;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
louts;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
furor;;;;;0.0;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
selfless;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
pawns;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
scudding;;;;;0.0;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
sniping;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
sleepwalker;;;;;1.0;;;;;;;;;1.0;0.0;0.0;0.0;2.0
mischievously;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
gingerbread;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
memorization;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
distill;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
rehearsing;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
cuddly;;;;;0.0;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
meanin;;;;;0.0;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
turnin;;;;;0.0;;;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
paeges;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
viscount;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
buyin;;;;;0.0;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
qyle;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
twinning;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
marshmallow;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
larmister;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
conspiratorially;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
caluptena;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
exhibit;noun;-1;b2;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0
sward;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
consonants;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
eggoliant;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
faring;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
expedition;noun;b1;b1;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
increases;;;;;0.0;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
vouched;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
storytellers;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
heinous;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
kingkiller;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
goner;;;;;0.0;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
subjecting;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
debunker;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
kindle;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
enraptured;;;;;1.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
teeter;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
hightowers;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
godless;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
pours;;;;;1.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
groans;;;;;1.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
villainy;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
plowman;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
checkmate;;;;;0.0;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
sn;;;;;0.0;;;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
separating;;;;;0.0;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
visorless;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
pluto;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
unbeknownst;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
mak;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
rampaged;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
suckers;;;;;0.0;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
wydeconte;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
ragamuffin;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
rearranging;;;;;1.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
marion;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
unholy;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
peevsie;;;;;0.0;;;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
scooted;;;;;0.0;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
hexed;;;;;0.0;;;;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
enlarged;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
necklaces;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
foxfur;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
immeasurably;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
rocketed;;;;;0.0;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
possesses;;;;;0.0;;;;;;;;;1.0;0.0;0.0;1.0;2.0
acrobats;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
solinade;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
sacrifices;;;;;0.0;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
scrounge;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
frilly;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
fenced;;;;;1.0;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
roaming;;;;;0.0;;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
inadvertent;;;;;0.0;;;;;;;;;1.0;1.0;0.0;0.0;2.0
unhitch;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
tarpaulin;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
catalytic;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
tarry;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
replicas;;;;;0.0;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
hypothetically;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
algae;;;;;0.0;;;;;;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0
commandment;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
resonance;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
entranced;;;;;0.0;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
blackbirds;;;;;1.0;;;;;;;;;1.0;0.0;0.0;0.0;2.0
fanatic;;;;;0.0;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
chemically;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
prosecuted;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
incriminating;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
fended;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
enthused;;;;;0.0;;;;;;;;;;2.0;0.0;0.0;2.0
straitjacket;;;;;0.0;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
lobster;;;;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
